	tmisrib_a_hek	tmisrib_b_hek	untr_a_hek	untr_b_hek	ribo_tmisrib_a	ribo_tmisrib_b	ribo_untr_a	ribo_untr_b
TRAPPC6B	211	302	106	111	74	79	113	130
TRAPPC8	2105	3061	1431	1354	371	444	527	624
TRAPPC9	275	522	307	223	201	205	223	344
TRDMT1	195	285	138	144	80	98	123	140
TREX1	45	98	39	27	0	0	1	0
TRIAP1	46	54	34	39	170	199	210	338
TRIB1	222	395	153	110	244	293	329	497
TRIB3	179	243	132	130	78	87	113	171
TRIM11	559	894	447	415	127	153	209	329
TRIM13	638	871	411	409	263	281	337	464
TRIM14	76	131	78	92	75	91	132	189
TRIM16	338	493	291	248	4	6	17	26
TRIM16L	369	522	259	217	3	9	15	18
TRIM2	496	724	322	290	145	170	259	323
TRIM21	105	172	85	80	51	72	64	122
TRIM23	768	991	531	536	264	271	315	427
TRIM24	1493	2158	1048	828	679	736	895	1204
TRIM25	515	779	394	324	648	748	859	1334
TRIM26	473	690	334	356	229	254	293	444
TRIM27	2627	3679	1719	1518	438	565	683	1074
TRIM28	12463	18496	9365	8149	5093	5380	6886	11185
TRIM3	145	212	102	104	48	39	41	64
TRIM32	329	436	294	258	129	153	181	281
TRIM33	2482	3930	1888	1716	632	669	824	1096
TRIM35	185	344	191	171	109	128	143	269
TRIM36	127	176	90	86	71	69	104	120
TRIM37	2384	3520	1741	1635	253	271	352	437
TRIM38	108	158	111	93	68	78	135	134
TRIM39-RPP21	516	732	408	304	217	221	331	505
TRIM4	522	770	405	351	149	177	230	353
TRIM41	702	901	440	520	70	81	90	184
TRIM44	384	488	273	286	169	237	291	460
TRIM45	163	219	129	120	29	27	42	63
TRIM47	53	54	34	36	27	20	26	34
TRIM5	68	111	40	52	53	66	87	115
TRIM52	214	293	187	192	33	22	39	58
TRIM59	606	811	445	437	107	147	199	214
TRIM62	47	88	51	25	17	21	36	46
TRIM65	626	856	413	325	198	208	265	373
TRIM66	118	250	153	121	16	12	10	7
TRIM68	147	203	125	98	39	43	52	92
TRIM71	114	143	92	95	5	7	7	11
TRIM8	255	423	239	236	111	123	155	277
TRIM9	249	387	194	200	121	113	180	222
TRIO	3015	4854	2625	2228	468	389	506	638
TRIOBP	436	640	350	308	149	155	214	288
TRIP10	465	571	293	291	153	153	221	325
TRIP11	2458	2978	1648	1627	356	444	578	731
TRIP12	9519	14577	7085	5959	2037	2463	2923	3792
TRIP13	1524	2193	882	802	1056	1208	1493	1885
TRIP4	291	500	261	229	266	260	323	423
TRIP6	972	1414	671	670	734	912	1172	1838
TRIT1	578	911	410	381	178	176	245	300
TRMT1	1888	2719	1237	1141	430	459	558	1002
TRMT10A	456	674	289	248	115	128	164	226
TRMT10B	85	134	80	82	23	28	43	53
TRMT10C	3621	5384	2228	2177	695	911	1055	1389
TRMT11	1779	2537	1370	1369	298	283	382	403
TRMT112	2002	2621	1238	1096	624	641	791	1382
TRMT12	511	672	410	347	59	68	110	112
TRMT13	629	887	465	513	202	278	329	444
TRMT1L	1250	1969	887	876	371	460	591	721
TRMT2A	1853	2420	1173	1156	431	457	618	946
TRMT2B	625	937	478	438	100	97	123	139
TRMT44	505	759	380	345	90	89	106	160
TRMT5	917	1328	603	540	250	301	400	435
TRMT6	1250	1766	876	800	374	407	523	717
TRMT61A	469	646	278	251	228	297	397	662
TRMT61B	507	732	384	352	88	94	137	182
TRMU	1100	1590	732	760	313	381	449	684
TRNAU1AP	773	1180	584	531	167	133	199	266
TRNT1	527	776	441	487	105	115	188	210
TRO	777	1132	509	447	204	255	273	351
TROAP	702	1197	592	480	308	384	499	699
TROVE2	2335	3102	1592	1530	725	848	1073	1208
TRPC1	694	1033	491	509	45	55	73	81
TRPC3	67	117	58	53	31	25	38	37
TRPC4AP	2585	3644	1725	1580	723	746	868	1274
TRPM4	67	100	63	75	20	16	25	32
TRPM7	2874	4251	2122	1910	163	180	226	241
TRPS1	788	1274	615	552	167	165	229	276
TRPT1	201	288	108	115	54	56	81	104
TRPV1	188	300	189	158	15	7	6	10
TRRAP	4508	8808	5328	4410	1989	1798	2286	3030
TRUB1	991	1423	671	570	438	473	612	836
TRUB2	952	1354	631	562	447	487	662	840
TSC1	800	1235	631	580	132	124	195	241
TSC2	1785	2934	1566	1348	462	469	537	910
TSC22D1	563	969	519	440	189	183	273	348
TSC22D2	389	703	338	277	137	150	207	320
TSC22D3	492	704	371	395	191	214	340	480
TSC22D4	121	222	105	102	59	67	90	153
TSEN15	253	408	191	182	71	87	99	160
TSEN2	739	1054	478	451	146	176	218	296
TSEN34	818	1153	473	403	257	347	476	621
TSEN54	593	791	387	365	107	129	181	258
TSFM	1465	2044	953	857	809	870	1051	1635
TSG101	841	1268	482	412	662	730	933	1226
TSGA10	93	184	90	91	8	9	13	14
TSHZ1	539	804	381	331	58	60	69	90
TSHZ2	45	89	49	39	11	7	5	10
TSHZ3	75	141	101	75	60	69	125	155
TSKU	62	72	40	30	25	30	32	45
TSN	1468	2054	953	879	502	681	784	1178
TSNARE1	93	119	63	58	19	23	30	47
TSNAX	2354	3305	1570	1509	679	826	956	1319
TSNAXIP1	45	60	28	33	8	3	4	5
TSPAN12	168	287	122	104	104	109	133	223
TSPAN13	242	392	146	154	251	254	300	520
TSPAN14	76	101	52	52	124	135	158	206
TSPAN15	170	271	119	99	75	66	96	103
TSPAN17	340	460	179	162	36	17	29	42
TSPAN3	3671	5205	2228	1823	1535	1444	1597	2401
TSPAN31	139	168	90	78	181	196	203	323
TSPAN33	129	199	100	77	115	104	112	176
TSPAN4	153	169	108	84	49	49	65	93
TSPAN5	113	159	74	59	34	48	48	78
TSPAN6	1237	1800	772	743	379	453	430	751
TSPAN7	39	87	53	44	58	51	70	109
TSPAN9	73	87	45	40	130	149	170	254
TSPO	407	562	268	193	106	132	186	266
TSPYL1	3367	4460	2151	2049	1529	1842	2405	3703
TSPYL2	624	887	419	363	198	249	295	463
TSPYL4	117	183	104	88	169	199	306	452
TSR1	6018	7750	3892	3663	1815	1899	2264	3084
TSR2	487	582	338	355	336	352	458	730
TSR3	673	823	522	506	184	214	264	449
TSSC1	511	750	366	323	134	177	184	224
TSSC4	441	613	274	242	89	78	121	235
TST	565	733	329	259	163	157	204	329
TSTA3	629	799	368	307	204	207	265	395
TSTD2	341	508	334	271	92	105	139	191
TTBK2	534	833	371	363	40	37	55	83
TTC1	1161	1531	659	706	616	706	924	1237
TTC12	610	942	430	370	93	118	91	150
TTC13	1506	2253	1139	1062	291	305	282	440
TTC14	1040	1455	741	742	188	249	281	386
TTC17	1692	2608	1162	981	245	252	273	401
TTC18	97	152	78	77	17	20	21	15
TTC19	808	1181	567	541	224	257	262	366
TTC21B	1537	2239	1113	988	317	379	472	526
TTC23	378	524	262	251	14	24	38	41
TTC26	697	982	447	363	181	196	256	398
TTC27	1827	2661	1178	1156	341	427	460	643
TTC28	1251	2324	1280	1034	283	316	368	482
TTC3	7246	11337	5970	5376	295	356	446	542
TTC30A	253	335	183	149	204	244	298	441
TTC30B	259	300	164	157	203	239	281	423
TTC31	197	284	171	141	67	54	50	113
TTC32	210	231	129	99	86	105	104	155
TTC33	264	384	224	250	166	163	210	258
TTC37	7300	10312	4907	4329	1330	1431	1691	2125
TTC38	771	1126	537	490	237	205	277	430
TTC39A	147	202	71	94	147	148	217	332
TTC39B	106	172	94	87	42	59	66	94
TTC39C	176	267	151	129	107	111	149	218
TTC4	1799	2433	1209	1120	351	425	438	752
TTC5	653	933	491	489	133	173	198	256
TTC7A	186	283	168	159	30	36	38	74
TTC7B	589	901	536	432	188	199	239	338
TTC8	509	699	327	291	233	242	315	398
TTC9C	258	334	194	171	67	64	105	174
TTF1	1006	1546	766	736	258	288	340	452
TTF2	3964	6001	3072	2911	830	847	1033	1458
TTI1	1732	2600	1299	1092	341	414	504	688
TTI2	368	481	225	206	159	201	238	398
TTK	3496	5348	2252	2016	1189	1451	1635	2112
TTL	514	736	346	274	112	116	133	167
TTLL1	79	96	45	50	27	28	29	29
TTLL11	124	200	98	87	7	10	7	27
TTLL12	2309	3191	1525	1401	862	886	1102	2123
TTLL3	333	547	311	253	17	24	18	17
TTLL4	1226	1894	1077	908	398	418	526	764
TTLL5	996	1567	887	759	71	81	107	126
TTLL7	288	433	215	192	103	110	149	171
TTPAL	218	302	185	150	91	80	128	156
TTYH2	48	81	37	25	18	20	28	44
TTYH3	135	296	218	183	219	224	277	419
TUB	638	891	500	459	72	76	102	153
TUBA1A	30699	41789	14435	12557	21827	24026	28664	43665
TUBA1B	66900	91464	33690	29728	29836	33509	41164	62611
TUBA1C	42606	58856	21885	19319	22270	24903	29667	47550
TUBA8	57	100	44	40	277	296	294	652
TUBB	30644	42406	16093	12980	20410	23144	28765	42691
TUBB2A	2066	2860	1062	899	2166	2695	3459	4979
TUBB2B	2192	3052	1141	990	2280	2834	3576	4996
TUBB3	858	1346	400	319	1118	1367	1762	2537
TUBB4A	636	1021	433	311	1176	1553	1992	2929
TUBB4B	8285	11636	4900	4304	5854	7043	8864	15497
TUBB4Q	490	556	264	218	726	829	1231	2171
TUBB6	946	1288	598	521	892	1083	1490	2000
TUBB8	275	310	147	117	483	573	833	1493
TUBD1	272	407	216	172	93	113	167	240
TUBE1	771	1000	414	367	74	101	154	184
TUBG1	2014	2898	1220	1087	576	655	932	1410
TUBG2	782	1134	498	423	276	311	461	727
TUBGCP2	2976	4256	1805	1628	563	606	790	1083
TUBGCP3	919	1409	709	667	278	263	352	539
TUBGCP4	842	1339	747	662	440	467	638	824
TUBGCP5	1308	1991	1022	895	248	236	277	311
TUBGCP6	2071	3036	1656	1349	291	239	270	374
TUFM	6794	9500	4350	3968	2686	2824	3879	5487
TUFT1	227	346	118	126	124	112	192	221
TULP3	282	422	250	222	149	182	195	317
TULP4	379	653	431	368	107	74	94	123
TUSC1	60	80	45	61	11	30	40	44
TUSC2	188	215	158	143	57	53	58	123
TUSC3	1165	1731	691	658	581	602	653	968
TUT1	366	597	277	269	156	146	249	331
TVP23B	1079	1571	861	874	124	142	157	210
TVP23C	549	891	526	548	70	77	91	151
TWF1	1670	2226	830	820	913	1096	1411	1644
TWISTNB	1053	1401	692	657	223	271	345	505
TWSG1	317	418	202	196	277	306	366	447
TXLNA	3480	5056	2388	2269	950	1098	1412	2090
TXLNG	1858	2438	1204	1244	841	930	1234	1491
TXN	9823	13412	7171	6777	2703	3079	3652	6242
TXN2	507	635	300	288	319	397	467	728
TXNDC11	673	920	412	337	29	31	33	58
TXNDC12	484	606	321	343	432	503	541	874
TXNDC15	421	605	309	294	199	242	269	393
TXNDC16	804	1261	626	555	254	276	300	334
TXNDC17	1141	1693	830	779	641	805	954	1462
TXNDC5	4218	6152	2933	2670	1735	1789	2147	2984
TXNDC9	827	1124	557	492	371	459	569	621
TXNIP	159	228	130	105	52	47	74	93
TXNL1	834	1250	537	498	671	858	1041	1367
TXNL4A	1122	1738	696	632	530	544	630	1018
TXNL4B	120	147	126	87	109	112	137	190
TXNRD1	4309	6090	3010	2961	798	1019	1177	1615
TXNRD2	509	731	363	363	269	311	413	669
TXNRD3	466	755	410	396	53	50	59	75
TYK2	1412	2017	952	785	241	200	272	382
TYMS	1053	1976	1150	924	2076	2168	2593	3927
TYRO3	571	829	405	349	131	121	126	189
TYSND1	303	456	220	201	336	348	418	663
TYW1	1099	1536	828	783	147	156	204	294
TYW1B	563	842	455	447	89	82	125	167
TYW3	983	1322	605	628	181	184	233	306
TYW5	198	292	150	131	34	55	67	74
U2AF1	2018	2612	1559	1557	1536	1510	1944	3166
U2AF1L4	54	55	29	28	35	33	36	67
U2AF2	5687	8043	3449	3262	2402	2525	3471	5180
U2SURP	13183	18780	9247	9059	1607	1848	2034	2651
UACA	2113	2547	1504	1519	416	466	511	656
UAP1	2536	3645	1568	1499	725	846	1062	1374
UAP1L1	62	77	66	65	35	44	56	101
UBA1	12354	18407	8629	7541	9055	9497	11559	16578
UBA2	5858	8041	3657	3234	6580	7189	8813	11495
UBA3	2166	3050	1345	1405	610	672	823	994
UBA5	1079	1463	750	756	382	413	472	634
UBA52	9611	14023	6240	5551	4596	5372	6742	9770
UBA6	3472	5027	2285	2056	882	1084	1279	1657
UBAC1	955	1217	626	576	148	191	248	322
UBAC2	582	730	333	284	230	226	219	356
UBALD2	63	78	34	26	131	141	188	308
UBAP1	728	1065	470	417	169	177	233	321
UBAP2	1379	2077	966	790	392	476	553	785
UBAP2L	4316	6873	3606	2877	2777	3250	3511	5796
UBASH3B	66	119	36	31	49	58	63	108
UBB	18658	24846	12646	13108	12043	14349	20810	28016
UBBP4	7004	9804	4337	4315	5246	6280	9137	13035
UBC	71654	103950	39107	35736	38097	48079	61573	69835
UBE2A	512	774	241	254	573	751	884	1148
UBE2B	268	285	146	161	414	475	598	794
UBE2C	1925	2572	1032	867	1965	2309	2748	4046
UBE2D1	244	351	118	130	167	173	316	355
UBE2D2	1084	1522	614	567	815	985	1166	1338
UBE2D3	2651	3944	1270	998	986	1250	1554	2029
UBE2D4	56	74	37	29	23	25	26	29
UBE2E1	1667	2509	799	579	1373	1876	2162	2805
UBE2E2	266	474	230	174	185	176	236	296
UBE2E3	532	904	434	354	355	447	512	708
UBE2F	450	602	247	212	108	110	168	204
UBE2G1	441	707	346	345	447	509	544	782
UBE2G2	711	1030	616	607	575	511	651	987
UBE2H	136	198	108	123	183	232	289	363
UBE2I	1086	1414	600	590	750	822	1113	1498
UBE2J1	919	1213	507	522	348	384	445	633
UBE2J2	642	915	419	344	353	383	506	690
UBE2K	579	849	497	440	630	759	957	1124
UBE2L3	2165	3109	1256	1123	1131	1447	1592	2433
UBE2M	1371	1806	806	660	934	924	1325	1799
UBE2N	1078	1545	706	681	1203	1568	2108	2664
UBE2NL	44	75	39	22	192	244	320	394
UBE2O	1509	2551	1687	1322	528	614	716	1210
UBE2Q1	1169	1843	870	806	339	338	468	679
UBE2Q2	578	789	409	373	72	63	80	136
UBE2R2	392	579	333	320	321	344	400	599
UBE2S	2962	4178	1795	1674	1375	1458	1879	2925
UBE2T	1732	2303	923	833	677	740	855	1299
UBE2V2	913	1266	584	595	558	658	823	991
UBE2W	215	341	151	124	59	76	109	140
UBE2Z	438	674	390	393	411	479	557	792
UBE3A	2573	3897	1994	1982	534	565	705	898
UBE3B	652	1021	540	438	141	130	153	242
UBE3C	4546	6853	3150	2806	725	837	1011	1266
UBE3D	440	715	349	325	88	110	159	227
UBE4A	3003	4161	2064	1766	614	696	927	1105
UBE4B	1423	2162	1180	1004	568	641	787	1130
UBFD1	724	1084	529	504	372	348	501	750
UBIAD1	366	549	256	208	158	164	199	312
UBL3	200	259	106	112	94	101	107	148
UBL4A	413	551	341	299	206	227	319	467
UBL5	1280	1628	752	681	1331	1501	1690	2776
UBL7	1312	1837	681	650	608	594	834	1185
UBLCP1	581	910	552	527	498	612	655	910
UBN1	1274	2032	1102	973	141	132	156	234
UBN2	604	1090	619	557	122	122	179	237
UBOX5	122	172	128	83	79	84	146	202
UBP1	1995	3146	1543	1318	134	141	178	255
UBQLN1	3538	5722	2468	2116	1497	1864	2435	2922
UBQLN2	560	892	564	419	509	680	836	1103
UBQLN4	882	1361	713	601	381	428	535	778
UBR1	2097	2994	1551	1396	525	552	672	922
UBR2	2771	4086	2012	1749	724	849	1007	1371
UBR3	3120	4560	2242	2017	521	521	662	853
UBR4	8396	15059	8948	7447	3344	3314	3309	4906
UBR5	7290	11225	6010	5335	1141	1241	1403	1811
UBR7	1146	1555	877	880	772	877	1137	1389
UBTD1	57	92	38	45	29	31	44	62
UBTD2	411	712	327	286	62	80	92	145
UBTF	3139	4251	2616	2480	847	909	1140	1778
UBXN1	1202	1582	718	849	457	475	631	990
UBXN11	385	505	274	285	63	65	61	120
UBXN2A	433	592	280	264	131	141	171	206
UBXN2B	410	583	324	290	121	133	176	238
UBXN4	1232	1741	879	842	691	659	950	1119
UBXN6	683	893	407	352	136	126	180	255
UBXN7	432	719	451	383	448	523	620	784
UBXN8	469	700	268	272	205	214	233	389
UCHL1	3607	5056	2448	2252	4199	4584	5523	8406
UCHL3	1301	1863	840	814	310	288	443	537
UCHL5	1957	2839	1520	1466	776	935	1120	1498
UCK1	475	627	357	347	178	191	236	350
UCK2	2020	2972	1526	1510	754	709	938	1419
UCKL1	650	932	373	308	181	212	222	383
UCP2	97	187	143	97	96	78	95	108
UEVLD	251	367	193	106	119	149	154	215
UFC1	1022	1231	645	642	446	416	574	805
UFD1L	1342	1779	761	718	932	1006	1210	1741
UFL1	1501	1900	919	867	399	433	478	595
UFM1	215	230	128	106	233	318	335	465
UFSP2	433	645	264	252	183	206	227	296
UGCG	504	744	318	285	242	284	252	410
UGDH	566	767	436	447	303	293	365	568
UGGT1	3698	5660	2826	2656	688	751	889	1024
UGGT2	1719	2653	1312	1260	301	364	396	427
UGP2	952	1324	644	620	483	550	750	905
UGT8	454	677	341	294	257	300	335	469
UHMK1	1290	1721	909	784	255	230	276	372
UHRF1	2462	3375	1858	1839	1358	1463	1909	2931
UHRF1BP1	906	1471	779	683	235	256	292	379
UHRF1BP1L	1800	2685	1327	1204	301	356	442	509
UHRF2	906	1229	730	641	150	165	193	278
UIMC1	1477	2210	1138	1143	168	219	260	365
ULBP2	65	90	51	46	57	73	88	137
ULBP3	178	277	131	116	102	110	132	208
ULK1	150	246	159	121	130	139	165	290
ULK2	255	394	168	126	3	9	9	9
ULK3	1054	1385	692	609	143	147	168	289
ULK4	504	823	420	396	33	35	16	43
UMPS	2451	3392	1579	1459	601	671	760	1209
UNC119	236	343	114	101	79	97	156	228
UNC119B	333	458	226	187	239	244	316	416
UNC13B	2064	3058	1503	1320	154	149	188	255
UNC45A	2957	3841	2035	2032	571	563	723	1159
UNC50	530	805	349	302	182	210	233	418
UNC5B	234	354	188	177	166	203	147	270
UNC5C	188	286	165	117	84	112	119	155
UNC93B1	214	297	119	107	66	68	88	131
UNCX	103	145	87	93	1	0	2	0
UNG	2149	3052	1166	995	777	853	1124	1570
UNK	350	492	260	181	110	118	152	179
UNKL	130	181	87	106	51	51	79	172
UPF1	1718	3016	1519	1207	959	1088	1423	2310
UPF2	1930	2568	1470	1357	348	474	546	714
UPF3A	360	398	281	276	159	206	259	367
UPF3B	966	1010	761	836	457	474	654	847
UPP1	136	174	84	90	48	51	82	86
UPRT	257	399	152	161	81	99	125	165
UQCC	725	1143	431	425	243	275	322	451
UQCR10	1064	1459	544	432	450	585	985	993
UQCR11	632	799	577	535	324	372	387	753
UQCRB	1932	2593	1351	1328	1248	1290	1649	2020
UQCRC1	6427	8958	4085	3626	1576	1651	2093	3134
UQCRC2	5612	8096	3235	2675	1936	2393	2774	3514
UQCRFS1	3162	4480	2168	2052	5088	5202	6503	9770
UQCRH	4550	6514	3105	3159	1238	1454	1879	2962
UQCRHL	1400	2064	777	829	591	670	830	1360
UQCRQ	1661	2343	1224	1145	1220	1307	1622	2298
URB1	3867	6411	3472	2973	573	564	635	964
URB2	4609	6710	3215	2865	674	752	904	1398
URGCP	915	1397	687	609	230	235	276	516
URI1	3575	4976	2365	2418	806	904	1063	1519
URM1	177	278	126	95	129	151	214	330
UROD	1795	2371	1180	1045	904	1017	1304	1841
UROS	1220	1844	831	791	88	88	94	144
USB1	124	233	192	150	64	53	97	127
USE1	227	247	133	134	88	97	124	209
USF1	896	1271	567	495	157	168	259	364
USF2	718	1045	393	387	240	262	338	576
USMG5	994	1497	509	542	672	901	1161	1582
USO1	3850	5366	2375	2206	644	752	1065	1220
USP1	10601	14814	7026	6674	1179	1336	1553	1952
USP10	3967	5671	2762	2470	703	759	984	1298
USP11	1931	2908	1432	1201	2235	2403	2976	4322
USP12	440	700	286	261	94	108	152	167
USP13	588	925	552	577	381	419	492	724
USP14	909	1674	1178	911	1696	1968	2465	3293
USP15	2913	4157	2088	1987	563	688	847	956
USP16	4844	6721	3114	2761	458	543	622	757
USP18	414	533	301	260	156	166	198	314
USP19	2759	4111	2018	1942	505	550	772	1069
USP2	67	99	62	77	44	46	54	72
USP20	349	556	281	257	141	142	183	259
USP21	289	407	245	217	38	51	49	72
USP22	6044	9070	4295	3672	1259	1315	1725	2379
USP24	9105	13261	6526	6193	762	877	1048	1523
USP25	2329	3421	1598	1519	121	117	186	236
USP27X	52	80	52	42	20	27	31	46
USP28	1909	2658	1293	1058	214	281	315	485
USP3	573	780	417	347	264	318	366	470
USP30	276	361	164	137	157	192	232	333
USP31	397	623	391	316	30	38	43	54
USP32	1668	2642	1336	1149	264	300	336	437
USP33	4604	6441	2991	2658	1017	1217	1445	1861
USP34	7226	11379	6120	5334	543	566	635	784
USP35	89	143	84	71	10	15	15	22
USP36	836	1485	872	756	272	269	302	497
USP37	1394	2183	1110	953	338	354	434	608
USP38	2293	3229	1450	1197	228	304	372	473
USP39	2420	3591	1510	1384	625	624	843	1117
USP4	629	1023	564	506	126	130	163	211
USP40	775	1101	586	593	90	96	132	154
USP41	161	258	115	90	87	90	111	155
USP42	293	462	318	265	96	108	148	226
USP43	95	138	62	63	16	10	15	24
USP44	182	240	110	100	36	26	52	63
USP45	713	1043	517	540	72	67	106	145
USP46	578	827	372	385	93	110	150	201
USP47	3647	4776	2423	2419	532	556	653	897
USP48	2489	3571	2028	1948	984	1108	1272	1722
USP49	105	163	115	92	15	14	18	30
USP5	2942	4106	1961	1983	1265	1365	1679	2820
USP51	84	102	53	48	10	10	16	23
USP53	1368	1993	911	901	103	128	151	213
USP54	972	1645	889	763	149	206	229	306
USP6	256	402	151	113	66	72	75	77
USP6NL	498	715	332	302	85	97	133	159
USP7	4710	7045	3666	3607	621	691	882	1185
USP8	1480	2188	1083	1040	449	484	692	803
USP9X	20617	31424	15548	14199	3487	3749	4443	5567
USPL1	1130	1772	896	799	145	175	225	295
UST	298	413	192	165	47	32	33	47
UTP11L	1818	2499	1056	1107	841	1043	1323	1682
UTP14A	4237	6165	2856	2905	580	646	753	1207
UTP14C	1813	2677	1415	1340	361	425	478	700
UTP15	1581	2277	1079	960	323	380	462	622
UTP18	2987	4123	2309	2269	1179	1213	1566	2140
UTP20	7558	11475	5542	5083	1117	1236	1379	1943
UTP23	405	549	240	182	137	131	151	188
UTP3	1102	1433	866	797	498	544	589	902
UTP6	2369	3306	1580	1635	675	755	944	1271
UTRN	4694	6862	3728	3562	982	1032	1046	1639
UVRAG	564	781	437	407	93	78	113	159
UVSSA	159	280	191	174	50	37	36	67
UXS1	459	702	366	374	163	194	210	290
UXT	915	1306	504	404	628	667	819	1341
VAC14	572	1004	549	476	213	236	308	448
VAMP2	47	57	32	27	45	63	84	110
VAMP3	527	748	259	203	261	293	332	446
VAMP4	60	89	44	35	34	46	67	75
VAMP7	2618	3538	1614	1382	636	670	760	1056
VAMP8	95	132	68	70	91	106	116	191
VANGL1	410	527	266	230	140	189	227	374
VANGL2	115	164	141	69	68	82	112	148
VAPA	1681	2597	1155	1146	1011	1122	1486	2098
VAPB	382	522	300	247	530	563	704	1017
VARS	2775	4400	2585	2159	1887	1970	2559	3792
VARS2	857	1265	548	555	273	220	260	368
VASH1	127	177	114	128	6	11	14	17
VASH2	54	71	42	42	7	12	15	24
VASP	252	328	190	176	72	56	84	130
VAT1	680	988	577	475	531	515	779	1014
VAV1	81	118	56	31	21	24	46	40
VAV2	395	563	307	229	140	147	189	265
VAV3	118	181	80	77	45	39	69	72
VBP1	3294	4533	2345	2247	1250	1376	1692	2253
VCAN	2526	4190	2200	1839	1111	1157	1226	1676
VCL	3822	5705	2589	2420	1737	1817	2077	3047
VCP	12474	17579	8569	8135	5306	6046	6340	10016
VCPIP1	863	1435	788	731	208	278	313	442
VDAC1	6246	8983	3330	2892	4024	4322	5671	7545
VDAC2	6463	9012	3953	3323	3716	3853	4877	6554
VDAC3	3935	5536	2431	2245	1902	2061	2580	3636
VEGFA	181	240	123	110	52	51	85	89
VEGFB	50	78	34	38	15	16	27	38
VEZF1	456	658	254	227	262	338	428	540
VEZT	1807	2555	1213	1039	375	396	549	556
VGLL4	171	206	102	70	97	117	155	242
VHL	735	1048	636	688	321	296	364	514
VILL	128	164	70	86	0	0	0	1
VIM	10519	16271	8368	7512	10349	11329	12865	20752
VIMP	610	978	415	471	164	186	214	325
VIPAS39	278	405	168	172	82	112	129	167
VIPR1	48	80	41	28	23	22	29	49
VKORC1	533	719	371	308	247	287	328	538
VKORC1L1	136	183	109	84	67	92	93	160
VMA21	561	776	308	307	349	439	499	620
VMP1	1082	1620	748	710	637	694	819	1160
VOPP1	126	180	90	96	68	80	98	138
VPRBP	2529	3966	2094	1823	523	648	771	1136
VPS11	908	1292	607	510	141	161	196	265
VPS13A	6222	9467	5129	4890	726	720	708	862
VPS13B	2603	3983	2176	1979	282	285	238	373
VPS13C	3992	5971	3188	3037	789	927	839	1086
VPS13D	3692	6012	3343	2953	500	483	505	641
VPS16	964	1277	617	522	351	375	428	593
VPS18	549	760	417	353	288	326	358	626
VPS25	1164	1706	697	604	351	403	469	682
VPS26A	791	1179	739	732	907	1091	1287	1905
VPS26B	412	625	305	306	115	136	177	262
VPS28	294	432	243	226	189	152	220	386
VPS29	863	1271	595	490	820	793	1008	1371
VPS33A	1713	2536	1273	1184	824	853	1059	1419
VPS33B	445	583	304	325	82	120	113	153
VPS35	4834	6906	3238	3142	1652	1835	2256	3012
VPS36	756	1172	597	602	207	228	257	364
VPS37A	374	548	241	223	159	190	260	325
VPS37B	131	169	101	90	148	166	223	297
VPS37C	155	209	122	122	60	57	65	107
VPS39	628	971	511	426	287	337	394	557
VPS41	1874	2593	1250	1277	230	265	326	439
VPS45	1646	2244	1137	1026	494	602	763	973
VPS4A	1581	2325	1116	1087	298	335	435	717
VPS4B	675	986	477	433	347	407	425	691
VPS51	1606	2233	1035	955	300	286	408	608
VPS52	863	1114	610	524	458	570	682	916
VPS53	709	1074	653	524	650	696	875	1192
VPS54	1581	2412	1038	992	51	61	89	104
VPS72	1515	2088	870	876	369	445	572	893
VPS8	1202	1672	881	700	124	124	183	206
VRK1	2776	3928	1849	1775	999	1246	1359	1920
VRK2	1035	1443	621	568	128	165	228	281
VRK3	511	831	375	318	90	145	162	228
VSIG10	119	161	94	66	21	19	27	36
VTA1	1556	2154	872	807	638	801	1072	1194
VTI1A	351	584	319	272	111	122	102	179
VTI1B	921	1343	543	516	118	107	137	193
VWA1	37	84	44	36	41	42	49	70
VWA8	1755	2790	1580	1435	317	320	389	485
VWA9	1721	2544	1117	944	499	550	752	959
VWDE	596	816	477	452	20	27	27	38
WAC	1675	2437	1003	732	532	689	881	1087
WAPAL	4637	6676	3446	3318	811	1061	1210	1722
WARS	2555	3749	1589	1330	1477	1608	2094	2507
WARS2	756	1158	482	439	158	207	249	351
WASF1	620	962	645	485	279	360	490	556
WASF2	478	804	474	348	574	632	772	1080
WASF3	351	501	243	235	90	75	121	156
WASH1	2844	3876	2247	1926	752	1000	1098	1869
WASL	352	525	235	194	375	431	537	753
WBP1	394	587	266	213	30	38	42	70
WBP11	2202	3252	1422	1271	1070	1188	1291	1815
WBP1L	105	167	60	80	49	63	75	120
WBP2	231	422	147	128	472	517	626	947
WBP4	349	535	291	251	159	178	271	320
WBP5	828	986	537	578	145	147	242	322
WBSCR16	1744	2566	1319	1226	476	471	631	939
WBSCR22	1495	2213	1065	1074	725	775	1048	1500
WDFY1	594	876	381	311	283	318	399	614
WDFY2	104	191	101	100	73	63	91	143
WDFY3	3307	5229	2622	2366	351	363	443	552
WDHD1	2370	3362	1768	1579	394	411	511	705
WDPCP	265	377	199	193	24	28	43	47
WDR1	3084	3950	1835	1738	1505	1607	2077	2890
WDR11	2773	3896	1863	1647	826	934	1014	1418
WDR12	2152	3035	1448	1413	591	655	791	1047
WDR13	645	828	328	299	126	131	179	218
WDR17	493	730	411	401	53	71	70	100
