	ribo_isrib_a	ribo_isrib_b	ribo_untr_a	ribo_untr_b
TPGS1	66	72	83	182
TPGS2	172	234	343	448
TPI1	5425	7370	10621	15468
TPM1	208	272	332	453
TPM2	8	12	11	26
TPM3	866	1142	1472	2233
TPM4	562	862	1164	1648
TPMT	144	154	242	328
TPP1	125	199	231	355
TPP2	764	940	1302	1822
TPR	1903	2298	3277	4163
TPRA1	91	133	150	253
TPRG1L	94	139	155	284
TPRKB	318	362	496	629
TPRN	73	121	126	247
TPST1	22	55	44	68
TPST2	23	25	32	53
TPT1	2911	3942	3803	6187
TPX2	1045	1310	2009	2430
TRA2A	786	1046	1218	1885
TRA2B	1440	1981	2619	3511
TRABD	198	286	397	629
TRADD	21	35	33	70
TRAF2	151	250	267	495
TRAF3	52	89	139	144
TRAF3IP1	116	163	206	356
TRAF3IP2	48	89	111	154
TRAF4	102	149	189	262
TRAF5	75	95	140	177
TRAF6	99	160	162	230
TRAF7	103	157	182	293
TRAFD1	426	585	723	1109
TRAIP	84	124	127	230
TRAK1	24	57	64	101
TRAK2	27	42	71	72
TRAM1	513	730	934	1312
TRAM1L1	9	12	17	13
TRAM2	78	106	134	169
TRAP1	1483	2184	3244	4082
TRAPPC1	307	445	546	855
TRAPPC10	176	203	288	421
TRAPPC11	238	301	405	556
TRAPPC12	143	198	251	390
TRAPPC13	167	179	274	368
TRAPPC2	115	116	198	248
TRAPPC2L	178	266	325	454
TRAPPC3	292	433	549	929
TRAPPC4	188	297	373	600
TRAPPC5	395	612	878	1111
TRAPPC6A	22	29	39	64
TRAPPC6B	72	75	113	130
TRAPPC8	272	346	527	624
TRAPPC9	114	179	223	344
TRDMT1	71	80	123	140
TREX1	1	1	1	0
TRIAP1	127	185	210	338
TRIB1	192	289	329	497
TRIB3	59	76	113	171
TRIM11	127	147	209	329
TRIM13	156	236	337	464
TRIM14	55	103	132	189
TRIM16	12	18	17	26
TRIM16L	8	18	15	18
TRIM2	115	140	259	323
TRIM21	46	65	64	122
TRIM23	175	206	315	427
TRIM24	502	638	895	1204
TRIM25	529	664	859	1334
TRIM26	177	243	293	444
TRIM27	393	499	683	1074
TRIM28	3911	5745	6886	11185
TRIM3	38	45	41	64
TRIM32	96	134	181	281
TRIM33	439	597	824	1096
TRIM35	93	134	143	269
TRIM36	47	66	104	120
TRIM37	191	217	352	437
TRIM38	44	72	135	134
TRIM39-RPP21	186	262	331	505
TRIM4	127	177	230	353
TRIM41	62	78	90	184
TRIM44	176	242	291	460
TRIM45	19	21	42	63
TRIM47	14	21	26	34
TRIM5	41	60	87	115
TRIM52	23	31	39	58
TRIM59	107	152	199	214
TRIM62	22	27	36	46
TRIM65	148	205	265	373
TRIM66	9	8	10	7
TRIM68	35	44	52	92
TRIM71	4	9	7	11
TRIM8	84	129	155	277
TRIM9	102	110	180	222
TRIO	272	320	506	638
TRIOBP	130	153	214	288
TRIP10	93	146	221	325
TRIP11	327	383	578	731
TRIP12	1581	2028	2923	3792
TRIP13	766	951	1493	1885
TRIP4	211	227	323	423
TRIP6	652	840	1172	1838
TRIT1	123	144	245	300
TRMT1	349	550	558	1002
TRMT10A	76	138	164	226
TRMT10B	12	23	43	53
TRMT10C	609	779	1055	1389
TRMT11	190	232	382	403
TRMT112	492	659	791	1382
TRMT12	55	67	110	112
TRMT13	191	240	329	444
TRMT1L	284	362	591	721
TRMT2A	363	477	618	946
TRMT2B	67	92	123	139
TRMT44	71	83	106	160
TRMT5	203	253	400	435
TRMT6	298	353	523	717
TRMT61A	234	347	397	662
TRMT61B	74	106	137	182
TRMU	224	329	449	684
TRNAU1AP	117	139	199	266
TRNT1	93	98	188	210
TRO	148	223	273	351
TROAP	270	403	499	699
TROVE2	544	697	1073	1208
TRPC1	27	39	73	81
TRPC3	17	31	38	37
TRPC4AP	491	673	868	1274
TRPM4	11	23	25	32
TRPM7	121	129	226	241
TRPS1	123	129	229	276
TRPT1	44	57	81	104
TRPV1	2	2	6	10
TRRAP	1181	1608	2286	3030
TRUB1	303	409	612	836
TRUB2	334	498	662	840
TSC1	116	132	195	241
TSC2	331	461	537	910
TSC22D1	138	181	273	348
TSC22D2	108	153	207	320
TSC22D3	125	176	340	480
TSC22D4	44	77	90	153
TSEN15	61	77	99	160
TSEN2	106	135	218	296
TSEN34	229	336	476	621
TSEN54	81	107	181	258
TSFM	609	861	1051	1635
TSG101	503	629	933	1226
TSGA10	4	3	13	14
TSHZ1	50	59	69	90
TSHZ2	4	3	5	10
TSHZ3	60	66	125	155
TSKU	19	22	32	45
TSN	448	610	784	1178
TSNARE1	20	18	30	47
TSNAX	564	678	956	1319
TSNAXIP1	2	3	4	5
TSPAN12	85	106	133	223
TSPAN13	179	256	300	520
TSPAN14	75	120	158	206
TSPAN15	32	37	96	103
TSPAN17	19	27	29	42
TSPAN3	918	1205	1597	2401
TSPAN31	121	149	203	323
TSPAN33	70	100	112	176
TSPAN4	26	39	65	93
TSPAN5	25	32	48	78
TSPAN6	327	384	430	751
TSPAN7	47	68	70	109
TSPAN9	89	133	170	254
TSPO	97	116	186	266
TSPYL1	1452	1805	2405	3703
TSPYL2	185	231	295	463
TSPYL4	133	201	306	452
TSR1	1170	1578	2264	3084
TSR2	254	352	458	730
TSR3	135	221	264	449
TSSC1	134	138	184	224
TSSC4	76	141	121	235
TST	122	190	204	329
TSTA3	159	188	265	395
TSTD2	79	91	139	191
TTBK2	27	38	55	83
TTC1	507	654	924	1237
TTC12	70	79	91	150
TTC13	136	218	282	440
TTC14	155	211	281	386
TTC17	155	213	273	401
TTC18	18	9	21	15
TTC19	149	184	262	366
TTC21B	227	308	472	526
TTC23	19	19	38	41
TTC26	134	184	256	398
TTC27	272	330	460	643
TTC28	199	237	368	482
TTC3	202	294	446	542
TTC30A	156	233	298	441
TTC30B	158	235	281	423
TTC31	53	48	50	113
TTC32	60	76	104	155
TTC33	74	124	210	258
TTC37	915	1192	1691	2125
TTC38	176	197	277	430
TTC39A	108	161	217	332
TTC39B	40	37	66	94
TTC39C	88	110	149	218
TTC4	273	380	438	752
TTC5	126	158	198	256
TTC7A	21	32	38	74
TTC7B	133	188	239	338
TTC8	164	223	315	398
TTC9C	66	81	105	174
TTF1	191	237	340	452
TTF2	582	769	1033	1458
TTI1	251	365	504	688
TTI2	118	199	238	398
TTK	940	1217	1635	2112
TTL	57	96	133	167
TTLL1	22	20	29	29
TTLL11	9	8	7	27
TTLL12	635	910	1102	2123
TTLL3	12	13	18	17
TTLL4	298	428	526	764
TTLL5	58	85	107	126
TTLL7	66	90	149	171
TTPAL	74	75	128	156
TTYH2	17	25	28	44
TTYH3	158	223	277	419
TUB	53	56	102	153
TUBA1A	16994	22884	28664	43665
TUBA1B	23663	32423	41164	62611
TUBA1C	17621	24461	29667	47550
TUBA8	193	320	294	652
TUBB	16782	23148	28765	42691
TUBB2A	1925	2642	3459	4979
TUBB2B	1980	2730	3576	4996
TUBB3	983	1383	1762	2537
TUBB4A	1224	1599	1992	2929
TUBB4B	5553	8341	8864	15497
TUBB4Q	715	1049	1231	2171
TUBB6	778	1144	1490	2000
TUBB8	511	724	833	1493
TUBD1	84	122	167	240
TUBE1	74	92	154	184
TUBG1	480	712	932	1410
TUBG2	243	341	461	727
TUBGCP2	409	604	790	1083
TUBGCP3	217	266	352	539
TUBGCP4	347	435	638	824
TUBGCP5	173	216	277	311
TUBGCP6	155	209	270	374
TUFM	1947	2753	3879	5487
TUFT1	92	134	192	221
TULP3	107	173	195	317
TULP4	49	67	94	123
TUSC1	16	25	40	44
TUSC2	42	54	58	123
TUSC3	350	461	653	968
TUT1	118	167	249	331
TVP23B	98	108	157	210
TVP23C	67	69	91	151
TWF1	797	969	1411	1644
TWISTNB	198	235	345	505
TWSG1	215	250	366	447
TXLNA	772	1142	1412	2090
TXLNG	656	834	1234	1491
TXN	2267	2919	3652	6242
TXN2	271	375	467	728
TXNDC11	28	35	33	58
TXNDC12	320	475	541	874
TXNDC15	132	239	269	393
TXNDC16	145	199	300	334
TXNDC17	586	839	954	1462
TXNDC5	1212	1715	2147	2984
TXNDC9	304	340	569	621
TXNIP	33	52	74	93
TXNL1	614	777	1041	1367
TXNL4A	378	510	630	1018
TXNL4B	95	104	137	190
TXNRD1	682	882	1177	1615
TXNRD2	240	308	413	669
TXNRD3	32	44	59	75
TYK2	132	198	272	382
TYMS	1421	2146	2593	3927
TYRO3	68	93	126	189
TYSND1	218	331	418	663
TYW1	117	158	204	294
TYW1B	61	78	125	167
TYW3	125	157	233	306
TYW5	32	42	67	74
U2AF1	1167	1542	1944	3166
U2AF1L4	22	20	36	67
U2AF2	1838	2724	3471	5180
U2SURP	1082	1458	2034	2651
UACA	275	368	511	656
UAP1	566	704	1062	1374
UAP1L1	29	38	56	101
UBA1	6208	8396	11559	16578
UBA2	4829	6219	8813	11495
UBA3	437	541	823	994
UBA5	273	338	472	634
UBA52	3980	5336	6742	9770
UBA6	701	853	1279	1657
UBAC1	111	155	248	322
UBAC2	140	167	219	356
UBALD2	101	157	188	308
UBAP1	121	156	233	321
UBAP2	349	412	553	785
UBAP2L	2351	3042	3511	5796
UBASH3B	37	49	63	108
UBB	10301	14047	20810	28016
UBBP4	4507	6227	9137	13035
UBC	32382	43524	61573	69835
UBE2A	529	629	884	1148
UBE2B	322	410	598	794
UBE2C	1596	2292	2748	4046
UBE2D1	170	197	316	355
UBE2D2	650	824	1166	1338
UBE2D3	923	1072	1554	2029
UBE2D4	18	17	26	29
UBE2E1	1265	1529	2162	2805
UBE2E2	121	168	236	296
UBE2E3	288	372	512	708
UBE2F	89	94	168	204
UBE2G1	348	409	544	782
UBE2G2	362	491	651	987
UBE2H	164	182	289	363
UBE2I	592	888	1113	1498
UBE2J1	253	352	445	633
UBE2J2	253	350	506	690
UBE2K	467	625	957	1124
UBE2L3	935	1339	1592	2433
UBE2M	711	948	1325	1799
UBE2N	1109	1429	2108	2664
UBE2NL	138	229	320	394
UBE2O	463	557	716	1210
UBE2Q1	239	306	468	679
UBE2Q2	54	54	80	136
UBE2R2	240	276	400	599
UBE2S	1036	1470	1879	2925
UBE2T	520	677	855	1299
UBE2V2	450	584	823	991
UBE2W	46	69	109	140
UBE2Z	290	429	557	792
UBE3A	378	460	705	898
UBE3B	95	109	153	242
UBE3C	505	692	1011	1266
UBE3D	80	97	159	227
UBE4A	448	525	927	1105
UBE4B	454	554	787	1130
UBFD1	281	360	501	750
UBIAD1	120	160	199	312
UBL3	64	70	107	148
UBL4A	132	224	319	467
UBL5	1066	1427	1690	2776
UBL7	474	589	834	1185
UBLCP1	408	474	655	910
UBN1	101	120	156	234
UBN2	104	131	179	237
UBOX5	77	121	146	202
UBP1	96	123	178	255
UBQLN1	1326	1607	2435	2922
UBQLN2	474	614	836	1103
UBQLN4	259	374	535	778
UBR1	401	545	672	922
UBR2	571	728	1007	1371
UBR3	383	455	662	853
UBR4	2095	2586	3309	4906
UBR5	809	996	1403	1811
UBR7	569	723	1137	1389
UBTD1	24	37	44	62
UBTD2	71	60	92	145
UBTF	622	968	1140	1778
UBXN1	322	485	631	990
UBXN11	48	58	61	120
UBXN2A	104	119	171	206
UBXN2B	88	121	176	238
UBXN4	477	627	950	1119
UBXN6	68	108	180	255
UBXN7	305	423	620	784
UBXN8	143	208	233	389
UCHL1	3055	4187	5523	8406
UCHL3	289	338	443	537
UCHL5	638	765	1120	1498
UCK1	156	201	236	350
UCK2	557	738	938	1419
UCKL1	132	208	222	383
UCP2	31	43	95	108
UEVLD	89	106	154	215
UFC1	315	470	574	805
UFD1L	728	961	1210	1741
UFL1	249	336	478	595
UFM1	223	248	335	465
UFSP2	128	168	227	296
UGCG	205	207	252	410
UGDH	230	303	365	568
UGGT1	423	552	889	1024
UGGT2	230	265	396	427
UGP2	402	504	750	905
UGT8	195	272	335	469
UHMK1	149	201	276	372
UHRF1	1019	1456	1909	2931
UHRF1BP1	161	212	292	379
UHRF1BP1L	197	261	442	509
UHRF2	127	152	193	278
UIMC1	126	167	260	365
ULBP2	64	66	88	137
ULBP3	91	107	132	208
ULK1	95	132	165	290
ULK2	2	7	9	9
ULK3	87	135	168	289
ULK4	18	22	16	43
UMPS	521	598	760	1209
UNC119	73	99	156	228
UNC119B	168	207	316	416
UNC13B	114	136	188	255
UNC45A	454	574	723	1159
UNC50	153	191	233	418
UNC5B	71	137	147	270
UNC5C	48	93	119	155
UNC93B1	54	61	88	131
UNCX	0	0	2	0
UNG	687	902	1124	1570
UNK	81	101	152	179
UNKL	58	55	79	172
UPF1	794	1160	1423	2310
UPF2	299	406	546	714
UPF3A	161	183	259	367
UPF3B	310	415	654	847
UPP1	25	36	82	86
UPRT	57	86	125	165
UQCC	197	228	322	451
UQCR10	442	576	985	993
UQCR11	230	381	387	753
UQCRB	813	1174	1649	2020
UQCRC1	1092	1590	2093	3134
UQCRC2	1606	1914	2774	3514
UQCRFS1	3675	5036	6503	9770
UQCRH	1180	1516	1879	2962
UQCRHL	520	692	830	1360
UQCRQ	878	1204	1622	2298
URB1	293	465	635	964
URB2	519	699	904	1398
URGCP	208	260	276	516
URI1	620	724	1063	1519
URM1	105	149	214	330
UROD	645	912	1304	1841
UROS	68	74	94	144
USB1	50	61	97	127
USE1	77	113	124	209
USF1	123	194	259	364
USF2	231	333	338	576
USMG5	724	964	1161	1582
USO1	529	655	1065	1220
USP1	838	1095	1553	1952
USP10	585	704	984	1298
USP11	1605	2290	2976	4322
USP12	88	114	152	167
USP13	267	338	492	724
USP14	1350	1701	2465	3293
USP15	496	521	847	956
USP16	305	448	622	757
USP18	121	158	198	314
USP19	385	562	772	1069
USP2	28	55	54	72
USP20	109	128	183	259
USP21	21	38	49	72
USP22	973	1280	1725	2379
USP24	586	770	1048	1523
USP25	114	110	186	236
USP27X	22	25	31	46
USP28	159	231	315	485
USP3	184	275	366	470
USP30	135	168	232	333
USP31	26	31	43	54
USP32	194	244	336	437
USP33	803	905	1445	1861
USP34	393	409	635	784
USP35	9	14	15	22
USP36	170	262	302	497
USP37	249	321	434	608
USP38	154	285	372	473
USP39	455	591	843	1117
USP4	87	140	163	211
USP40	65	96	132	154
USP41	73	84	111	155
USP42	84	109	148	226
USP43	10	12	15	24
USP44	20	34	52	63
USP45	63	68	106	145
USP46	74	100	150	201
USP47	369	501	653	897
USP48	750	886	1272	1722
USP49	10	10	18	30
USP5	996	1303	1679	2820
USP51	14	19	16	23
USP53	76	90	151	213
USP54	113	150	229	306
USP6	42	54	75	77
USP6NL	59	96	133	159
USP7	481	594	882	1185
USP8	326	432	692	803
USP9X	2370	2962	4443	5567
USPL1	105	134	225	295
UST	22	31	33	47
UTP11L	752	864	1323	1682
UTP14A	476	653	753	1207
UTP14C	272	362	478	700
UTP15	245	332	462	622
UTP18	827	1045	1566	2140
UTP20	863	1045	1379	1943
UTP23	75	137	151	188
UTP3	369	446	589	902
UTP6	507	632	944	1271
UTRN	692	847	1046	1639
UVRAG	66	73	113	159
UVSSA	32	53	36	67
UXS1	115	176	210	290
UXT	466	648	819	1341
VAC14	164	204	308	448
VAMP2	35	48	84	110
VAMP3	203	252	332	446
VAMP4	28	42	67	75
VAMP7	410	616	760	1056
VAMP8	65	102	116	191
VANGL1	143	202	227	374
VANGL2	58	82	112	148
VAPA	821	1039	1486	2098
VAPB	419	508	704	1017
VARS	1373	1821	2559	3792
VARS2	170	209	260	368
VASH1	1	14	14	17
VASH2	9	11	15	24
VASP	65	80	84	130
VAT1	370	512	779	1014
VAV1	17	20	46	40
VAV2	103	119	189	265
VAV3	36	41	69	72
VBP1	986	1125	1692	2253
VCAN	737	863	1226	1676
VCL	1167	1521	2077	3047
VCP	4035	5347	6340	10016
VCPIP1	192	219	313	442
VDAC1	3032	3937	5671	7545
VDAC2	2702	3498	4877	6554
VDAC3	1482	1923	2580	3636
VEGFA	42	56	85	89
VEGFB	14	20	27	38
VEZF1	213	326	428	540
VEZT	264	340	549	556
VGLL4	75	109	155	242
VHL	192	287	364	514
VILL	1	0	0	1
VIM	7903	10852	12865	20752
VIMP	141	140	214	325
VIPAS39	73	84	129	167
VIPR1	7	26	29	49
VKORC1	183	281	328	538
VKORC1L1	63	71	93	160
VMA21	277	353	499	620
VMP1	500	679	819	1160
VOPP1	50	69	98	138
VPRBP	430	615	771	1136
VPS11	84	141	196	265
VPS13A	417	491	708	862
VPS13B	159	199	238	373
VPS13C	500	571	839	1086
VPS13D	291	362	505	641
VPS16	236	301	428	593
VPS18	199	316	358	626
VPS25	300	423	469	682
VPS26A	792	959	1287	1905
VPS26B	111	153	177	262
VPS28	120	176	220	386
VPS29	612	702	1008	1371
VPS33A	586	772	1059	1419
VPS33B	71	81	113	153
VPS35	1266	1616	2256	3012
VPS36	168	214	257	364
VPS37A	151	182	260	325
VPS37B	129	179	223	297
VPS37C	35	55	65	107
VPS39	232	313	394	557
VPS41	190	232	326	439
VPS45	443	515	763	973
VPS4A	279	376	435	717
VPS4B	284	340	425	691
VPS51	206	301	408	608
VPS52	352	443	682	916
VPS53	525	671	875	1192
VPS54	65	65	89	104
VPS72	326	460	572	893
VPS8	109	118	183	206
VRK1	799	1025	1359	1920
VRK2	141	159	228	281
VRK3	89	103	162	228
VSIG10	15	19	27	36
VTA1	543	679	1072	1194
VTI1A	61	94	102	179
VTI1B	89	122	137	193
VWA1	28	42	49	70
VWA8	217	306	389	485
VWA9	362	435	752	959
VWDE	10	12	27	38
WAC	504	625	881	1087
WAPAL	651	879	1210	1722
WARS	994	1377	2094	2507
WARS2	125	186	249	351
WASF1	219	302	490	556
WASF2	439	584	772	1080
WASF3	68	85	121	156
WASH1	766	862	1098	1869
WASL	291	393	537	753
WBP1	16	32	42	70
WBP11	786	1007	1291	1815
WBP1L	45	65	75	120
WBP2	379	511	626	947
WBP4	137	171	271	320
WBP5	116	183	242	322
WBSCR16	367	506	631	939
WBSCR22	545	724	1048	1500
WDFY1	234	294	399	614
WDFY2	56	75	91	143
WDFY3	226	271	443	552
WDHD1	284	335	511	705
WDPCP	30	49	43	47
WDR1	1192	1620	2077	2890
WDR11	548	711	1014	1418
WDR12	460	556	791	1047
WDR13	104	129	179	218
WDR17	40	46	70	100
WDR18	621	845	1111	1789
WDR19	152	180	253	331
WDR20	71	108	132	181
WDR24	39	58	90	140
WDR25	46	77	74	96
WDR26	445	548	848	1109
WDR27	13	21	28	44
WDR3	1108	1326	1926	2732
WDR33	465	568	681	1073
WDR34	286	374	458	785
WDR35	350	449	622	853
WDR36	904	1079	1593	2085
WDR37	73	111	150	202
WDR4	110	161	268	305
WDR41	370	436	676	843
WDR43	1097	1332	1694	2407
WDR44	285	437	551	716
WDR45	136	248	301	427
WDR45B	197	244	350	484
WDR46	485	698	882	1399
WDR47	135	152	238	325
WDR48	333	480	609	854
WDR5	439	593	772	1151
WDR52	3	3	6	8
WDR53	35	47	63	100
WDR54	113	141	245	291
WDR55	100	126	173	249
WDR59	105	152	226	352
WDR5B	17	20	35	64
WDR6	602	869	1199	1910
WDR60	104	142	176	297
WDR61	395	479	605	901
WDR62	309	454	595	923
WDR63	58	79	100	143
WDR67	124	179	251	255
WDR7	162	201	260	356
WDR70	317	476	654	856
WDR73	102	125	146	242
WDR74	204	287	355	530
WDR75	680	856	1208	1551
WDR76	267	365	565	692
WDR77	985	1289	1580	2709
WDR78	16	28	43	46
WDR81	146	178	250	370
WDR82	464	565	907	1159
WDR83	59	89	97	151
WDR83OS	449	604	704	1218
WDR85	118	182	263	340
WDR89	58	75	120	170
WDR90	29	31	64	66
WDR91	84	136	143	256
WDR92	88	100	137	205
WDR96	7	7	10	20
WDSUB1	98	122	164	224
WDTC1	160	227	303	368
WDYHV1	25	36	69	73
WEE1	218	291	387	569
WFS1	133	197	264	403
WHAMM	36	36	67	82
WHSC1	383	536	725	1051
WHSC1L1	324	465	571	768
WIBG	65	111	149	197
WIPF1	29	45	61	71
WIPF2	65	82	133	189
WIPI1	18	40	37	58
WIPI2	202	212	342	490
WIZ	188	264	336	481
WLS	1003	1462	1674	2507
WNK1	1128	1442	2042	2633
WNK2	168	242	381	494
WNK3	74	78	122	157
WNT5A	116	125	155	267
WRAP53	131	175	247	416
WRAP73	273	342	516	750
WRB	65	125	188	222
WRN	305	368	633	769
WRNIP1	344	479	638	950
WSB1	148	209	222	425
WSB2	71	87	137	177
WSCD1	20	36	57	77
WTAP	552	635	832	1227
WWC1	60	67	111	163
WWC2	136	160	247	292
WWOX	69	76	132	182
WWP1	87	130	193	239
WWP2	134	222	267	360
WWTR1	195	286	397	581
XAB2	532	731	965	1428
XBP1	206	264	370	566
XIAP	267	372	545	757
XK	21	34	41	56
XKR8	25	27	32	57
XPA	82	93	162	192
XPC	220	290	353	615
XPNPEP1	701	922	1275	1832
XPNPEP3	156	215	300	407
XPO1	2853	3366	5032	6149
XPO4	380	457	624	885
XPO5	1454	1887	2500	3784
XPO6	353	442	633	887
XPO7	417	535	707	966
XPOT	962	1176	2162	2413
XPR1	140	181	214	377
XRCC1	506	707	796	1421
XRCC2	99	111	176	248
XRCC3	135	171	243	292
XRCC4	127	181	227	329
XRCC5	7077	9066	12842	17166
XRCC6	6568	8464	12051	15941
XRCC6BP1	57	65	115	112
XRN1	301	369	583	880
XRN2	1359	1641	2239	3212
XRRA1	13	15	26	30
XXYLT1	62	101	145	196
XYLB	96	89	131	215
XYLT2	77	109	139	213
YAE1D1	93	98	117	154
YAF2	122	183	201	269
YAP1	205	276	393	492
YARS	1265	1553	2552	3035
YARS2	469	524	828	1060
YBEY	81	93	110	168
YBX1	4215	5671	6861	10079
YBX3	1585	2181	2547	4313
YDJC	176	267	370	559
YEATS2	213	270	424	642
YEATS4	393	469	711	861
YES1	311	461	521	746
YIF1A	225	286	389	560
YIF1B	438	619	787	1184
YIPF1	136	149	206	316
YIPF2	146	192	256	408
YIPF3	316	439	569	837
YIPF4	259	331	436	671
YIPF5	470	545	645	1005
YIPF6	199	218	332	437
YJEFN3	6	7	5	18
YKT6	376	556	639	1020
YLPM1	552	668	1096	1138
YME1L1	1451	1922	2730	3249
YOD1	67	105	119	197
YPEL5	57	101	113	143
YRDC	358	479	641	1007
YTHDC1	420	586	745	1055
YTHDC2	862	1101	1558	2069
YTHDF1	338	409	569	747
YTHDF2	1346	1745	2241	3067
YTHDF3	299	400	478	735
YWHAB	2528	3172	4523	6390
YWHAE	9896	12323	17683	25556
YWHAG	760	1076	1403	2041
YWHAH	465	704	874	1415
YWHAQ	1914	2290	3154	4663
YWHAZ	3471	4448	6151	8467
YY1	714	950	1294	1803
YY2	23	34	32	58
ZADH2	195	307	433	525
ZAK	156	220	276	436
ZBBX	7	6	8	5
ZBED1	118	160	232	340
ZBED4	93	127	181	268
ZBED5	178	199	265	401
ZBED6	12	15	29	45
ZBED6CL	0	0	1	1
ZBTB1	120	138	143	205
ZBTB10	202	277	365	583
ZBTB11	306	333	494	686
ZBTB12	102	158	202	377
ZBTB14	56	80	102	135
ZBTB17	40	75	76	125
ZBTB18	61	84	112	159
ZBTB2	70	84	96	157
ZBTB21	189	236	364	550
ZBTB22	20	36	30	32
ZBTB24	149	197	259	291
ZBTB25	33	44	57	88
ZBTB26	25	30	37	57
ZBTB3	39	58	70	112
ZBTB33	566	689	1045	1385
ZBTB34	47	56	100	153
ZBTB37	14	18	35	45
ZBTB38	66	105	135	168
ZBTB39	59	81	119	171
ZBTB4	22	43	49	73
ZBTB40	137	216	250	482
ZBTB41	34	49	68	81
ZBTB43	43	46	64	99
ZBTB44	68	102	164	180
ZBTB45	42	57	79	126
ZBTB46	10	13	26	35
ZBTB47	7	23	30	37
ZBTB48	88	124	137	270
ZBTB49	3	19	16	37
ZBTB5	84	85	107	162
ZBTB6	63	90	153	188
ZBTB7A	75	91	120	203
ZBTB7B	30	37	54	88
ZBTB8A	44	65	100	124
ZBTB8B	11	15	29	34
ZBTB8OS	128	181	288	307
ZBTB9	65	137	114	179
ZC2HC1A	44	45	76	81
ZC3H10	44	42	88	97
ZC3H11A	237	297	436	630
ZC3H12A	10	23	34	48
ZC3H12B	2	3	6	7
ZC3H12C	51	60	78	107
ZC3H13	679	882	1094	1622
ZC3H14	534	629	901	1176
ZC3H15	664	811	1147	1652
ZC3H18	370	453	573	971
ZC3H3	117	188	226	332
ZC3H4	252	339	443	666
ZC3H6	13	21	54	37
ZC3H7A	196	239	361	437
ZC3H7B	213	336	434	637
ZC3H8	92	123	185	230
ZC3HAV1	495	652	892	1242
ZC3HAV1L	0	3	1	1
ZC3HC1	329	433	609	918
ZC4H2	63	67	94	158
ZCCHC10	82	120	164	221
ZCCHC11	401	467	711	912
ZCCHC12	649	870	1245	1674
ZCCHC14	80	113	139	217
ZCCHC17	99	118	170	222
ZCCHC18	37	65	101	126
ZCCHC2	72	97	146	219
ZCCHC24	22	28	30	58
ZCCHC3	132	179	193	384
ZCCHC4	56	79	130	148
ZCCHC6	174	225	329	399
ZCCHC7	81	121	145	213
ZCCHC8	128	178	277	421
ZCCHC9	103	161	234	342
ZCRB1	197	267	428	494
ZCWPW1	19	18	23	52
ZDBF2	473	601	903	1157
ZDHHC1	3	10	11	10
ZDHHC12	49	80	86	179
ZDHHC13	108	123	214	291
ZDHHC14	23	27	36	50
ZDHHC16	81	128	161	224
ZDHHC17	112	178	268	318
ZDHHC18	71	111	133	209
ZDHHC2	62	73	110	151
ZDHHC20	139	178	265	357
ZDHHC21	46	53	78	101
ZDHHC23	21	26	47	48
ZDHHC24	83	100	136	214
ZDHHC3	34	39	52	91
ZDHHC4	21	32	54	71
ZDHHC5	112	159	211	291
ZDHHC6	62	85	123	162
ZDHHC7	36	52	94	118
ZDHHC8	42	61	97	117
ZDHHC9	167	212	279	413
ZEB1	169	216	394	452
ZEB2	136	168	222	333
ZER1	271	401	522	739
ZFAND1	96	130	163	220
ZFAND2A	6	10	4	10
ZFAND2B	35	55	74	101
ZFAND3	201	289	381	517
ZFAND4	21	39	54	77
ZFAND5	377	469	603	758
ZFAND6	270	337	505	615
ZFAT	72	82	94	153
ZFC3H1	209	248	491	541
ZFHX3	114	143	187	273
ZFHX4	271	309	434	709
ZFP1	54	60	96	138
ZFP112	37	49	36	106
ZFP14	65	79	121	191
ZFP28	33	34	54	59
ZFP30	168	223	331	497
ZFP36L1	108	180	232	354
ZFP36L2	193	243	269	548
ZFP37	24	23	47	43
ZFP41	8	1	8	9
ZFP62	48	56	109	177
ZFP64	80	124	168	255
ZFP69	22	23	53	44
ZFP69B	9	12	23	23
ZFP90	63	80	142	163
ZFP91	185	201	316	496
ZFPL1	82	125	123	238
ZFPM2	44	53	72	88
ZFR	1380	1842	2297	3269
ZFX	263	347	354	613
ZFY	57	77	92	138
ZFYVE1	56	81	102	162
ZFYVE16	470	591	771	1044
ZFYVE19	44	75	90	133
ZFYVE20	84	85	120	182
ZFYVE21	130	195	265	341
ZFYVE26	85	144	193	206
ZFYVE27	120	174	189	358
ZFYVE28	14	17	33	38
ZFYVE9	155	222	317	462
ZGPAT	66	106	153	232
ZHX1	105	130	204	230
ZHX2	57	79	113	163
ZHX3	80	84	117	166
ZIC2	460	622	723	1223
ZIC3	1	2	3	7
ZIC5	206	277	314	544
ZKSCAN1	167	248	296	480
ZKSCAN2	69	109	122	227
ZKSCAN3	63	53	86	146
ZKSCAN4	64	63	98	120
ZKSCAN5	85	96	125	199
ZKSCAN8	136	202	239	385
ZMAT2	539	649	815	1161
ZMAT3	86	110	147	240
ZMAT5	103	143	215	306
ZMIZ1	137	162	236	312
ZMIZ2	134	168	231	378
ZMPSTE24	862	1078	1423	2093
ZMYM1	297	351	491	603
ZMYM2	509	578	920	1212
ZMYM3	496	586	868	1215
ZMYM4	475	635	796	1222
ZMYM5	38	49	78	73
ZMYM6	90	106	176	183
ZMYM6NB	39	69	95	154
ZMYND11	190	224	337	479
