	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
MYO7A	94	89	32	74	22	21	27	16
MYO9A	498	503	254	280	2959	2687	2620	2254
MYO9B	499	682	274	385	977	854	719	863
MYOF	118	125	67	86	23	16	15	16
MYOM2	120	107	43	68	118	95	90	65
MYORG	107	104	35	56	32	26	25	35
MYOT	3	5	3	1	49	51	29	40
MYPOP	46	50	30	22	48	46	31	26
MYRF	12	11	5	7	69	47	42	41
MYRIP	8	4	1	3	28	17	23	30
MYSM1	221	269	89	95	2112	2029	1594	1571
MYT1	6	8	3	6	40	28	37	21
MZF1	48	67	18	24	229	164	154	171
MZT1	537	539	243	300	266	275	270	155
MZT2A	240	333	113	188	353	364	329	240
MZT2B	503	816	282	417	973	888	854	670
N4BP2	385	445	182	237	1145	1067	997	844
N4BP2L2	1197	1321	586	693	2272	1981	2065	1584
N4BP3	24	24	10	26	26	20	18	15
N6AMT1	163	177	72	100	119	119	128	89
NAA10	2878	3843	1441	2084	2594	2550	2545	1963
NAA15	4653	5133	2379	2889	5665	5223	4708	4055
NAA16	615	708	305	383	972	961	714	681
NAA20	768	1026	398	499	780	850	679	474
NAA25	1977	2143	994	1163	2974	2741	2475	2090
NAA30	194	296	89	169	311	287	286	184
NAA35	1065	1250	577	691	1436	1350	1262	1026
NAA38	826	1114	402	575	860	779	874	594
NAA40	267	347	122	168	415	415	285	270
NAA50	1827	1818	778	1094	2024	1972	1843	1302
NAA60	207	204	115	121	98	76	102	104
NAA80	31	29	16	17	47	29	42	42
NAAA	190	224	86	104	232	200	159	127
NAALAD2	60	36	17	27	79	85	58	49
NAB1	144	180	64	91	399	365	354	294
NAB2	161	244	91	113	90	103	65	45
NABP1	113	151	53	51	114	141	132	99
NABP2	733	905	347	510	584	502	525	339
NACA	7661	8449	3675	4607	9365	8222	10069	6416
NACC1	978	1265	490	655	705	572	454	505
NACC2	306	379	142	240	160	118	125	106
NADK	428	467	211	248	908	786	718	609
NADK2	496	572	262	255	696	697	576	426
NADSYN1	287	370	138	216	524	465	526	416
NAE1	3491	3358	1494	1777	3658	3436	3279	2297
NAF1	743	915	359	451	602	614	408	505
NAGA	331	409	178	193	350	285	405	275
NAGK	304	460	139	244	206	210	218	152
NAGLU	278	327	124	155	356	300	325	255
NAGPA	80	138	53	49	210	187	175	141
NAGS	11	6	1	5	32	19	24	16
NAIF1	112	136	58	78	57	72	51	43
NAMPT	696	743	331	416	663	615	669	447
NANP	153	139	63	70	202	198	199	138
NANS	1215	1486	570	809	1561	1489	1547	991
NAP1L1	4554	6152	2424	3048	9049	9638	7835	6058
NAP1L2	84	101	45	51	114	132	120	82
NAP1L3	125	120	46	75	466	429	371	255
NAP1L4	2344	3142	1237	1509	2664	2555	2499	1939
NAPA	1169	1291	611	745	651	628	576	548
NAPB	81	96	28	43	159	129	135	99
NAPEPLD	92	101	45	61	181	169	101	101
NAPG	664	660	290	376	373	397	355	267
NAPRT	157	157	47	90	206	152	171	143
NARF	249	319	107	182	766	754	720	534
NARS	3152	3895	1547	1815	3395	3400	3412	2305
NARS2	329	408	168	208	1008	990	909	719
NASP	4544	6088	2412	3078	6265	6206	6417	4348
NAT1	76	100	58	69	100	88	96	74
NAT10	1578	2014	831	1019	2591	2373	2510	2223
NAT14	100	105	46	69	193	172	174	124
NAT8L	321	389	197	252	50	57	50	40
NAT9	321	456	177	229	259	233	219	160
NAV1	226	305	113	165	343	236	189	300
NAV2	158	145	62	95	111	73	61	114
NAXD	146	172	71	89	207	178	182	146
NAXE	1950	2306	854	1170	1614	1364	1610	1111
NBAS	756	963	411	485	2293	2092	2211	1672
NBDY	383	445	173	240	140	121	121	75
NBEA	529	552	284	305	2070	1948	1751	1514
NBEAL1	347	373	158	178	993	841	902	728
NBEAL2	223	238	96	145	1340	992	1007	1087
NBL1	247	365	137	205	73	61	63	47
NBN	828	923	390	484	2496	2313	2391	1664
NBPF1	24	35	13	19	381	338	371	264
NBPF10	1	0	0	0	105	86	85	78
NBPF11	3	1	1	1	61	56	56	46
NBPF12	2	3	6	0	253	224	210	173
NBPF14	1	1	0	1	99	73	45	53
NBPF15	8	5	1	2	182	153	150	132
NBPF20	4	2	0	2	78	76	69	70
NBPF26	1	0	0	0	27	13	16	29
NBPF3	30	47	14	22	295	302	287	220
NBPF9	3	1	2	0	129	141	89	77
NBR1	1192	1349	519	725	1484	1375	1448	1130
NCAM1	543	748	320	404	261	245	238	234
NCAPD2	5513	6959	2658	3585	5440	4954	4817	4110
NCAPD3	2748	3086	1381	1641	4913	4137	4586	3892
NCAPG	3059	3422	1513	1733	4597	4385	4508	3284
NCAPG2	2747	3023	1246	1583	3873	3358	3058	2667
NCAPH	1687	1932	875	1086	2116	1917	2032	1598
NCAPH2	866	1209	398	550	1675	1522	1577	1246
NCBP1	2261	2719	1126	1430	2722	2577	2588	2076
NCBP2	776	1021	386	555	360	331	340	260
NCBP3	1038	1314	510	628	1342	1302	1219	1033
NCDN	995	1374	537	739	675	589	642	617
NCEH1	134	164	54	96	90	83	119	63
NCK1	279	332	120	168	475	442	434	310
NCK2	153	203	75	97	252	240	222	204
NCKAP1	3573	3585	1643	1981	5459	5147	4866	3855
NCKAP5L	460	651	215	314	404	343	361	353
NCKIPSD	333	398	139	201	822	690	812	668
NCL	26831	34960	14069	18128	25918	28819	28068	19267
NCLN	1139	1474	539	801	928	868	893	722
NCOA1	418	426	192	227	845	641	771	715
NCOA2	493	492	256	297	1564	1346	1439	1201
NCOA3	623	678	291	393	999	781	896	772
NCOA4	1853	2399	1088	1373	2883	2447	2844	2013
NCOA5	655	1216	440	571	889	833	822	830
NCOA6	405	489	205	236	1049	822	696	1005
NCOA7	442	457	205	244	436	358	318	307
NCOR1	1068	1157	488	613	4338	3777	3861	3567
NCOR2	1003	1110	432	594	799	572	359	573
NCR3LG1	401	478	179	273	578	513	524	446
NCS1	229	355	114	144	280	242	251	156
NCSTN	1447	1605	627	907	1010	807	808	853
NDC1	1693	1897	769	1029	2126	1750	2212	1481
NDC80	1184	1309	641	725	1299	1196	1149	814
NDE1	229	314	128	179	456	394	400	339
NDEL1	213	206	83	85	494	467	475	417
NDFIP1	1689	1992	790	982	665	608	532	445
NDFIP2	869	1072	446	576	548	486	563	337
NDNF	231	247	96	124	55	40	46	40
NDOR1	262	402	154	197	260	251	261	196
NDRG1	2082	2222	918	1303	306	320	356	264
NDRG2	267	345	128	203	140	108	140	92
NDRG3	906	1011	433	609	492	425	522	394
NDRG4	126	123	58	64	121	101	117	91
NDST1	187	244	93	114	701	570	570	507
NDST2	10	8	2	8	77	68	65	67
NDUFA1	1675	2134	843	1137	2234	2235	1816	1109
NDUFA10	2921	3583	1410	1843	1851	1732	1757	1228
NDUFA11	342	586	174	282	358	335	404	263
NDUFA12	1730	2097	833	1093	1137	1008	1111	646
NDUFA13	726	1007	367	521	487	493	406	331
NDUFA2	1308	1911	649	997	560	496	577	355
NDUFA3	667	893	313	414	405	329	440	233
NDUFA4	1315	1430	758	764	639	469	777	353
NDUFA5	485	533	254	301	492	454	400	286
NDUFA6	1509	1722	717	916	951	933	893	575
NDUFA8	1550	1867	722	984	798	799	852	509
NDUFA9	368	592	182	284	328	292	372	272
NDUFAB1	2669	2928	1255	1541	1241	1079	1172	696
NDUFAF1	445	572	220	294	415	414	373	266
NDUFAF2	182	240	98	120	229	199	295	182
NDUFAF3	1347	1574	548	779	919	816	811	599
NDUFAF4	952	1178	443	584	974	990	912	571
NDUFAF5	257	252	113	128	510	472	460	335
NDUFAF6	187	159	75	93	389	320	339	261
NDUFAF7	317	396	144	196	482	482	431	320
NDUFAF8	272	362	131	179	333	309	246	152
NDUFB1	804	858	329	429	697	618	590	294
NDUFB10	1792	2192	849	1184	2276	2068	2434	1582
NDUFB11	3050	4019	1407	1943	1360	1338	1172	860
NDUFB2	1748	2300	918	1181	810	738	693	480
NDUFB3	528	576	235	317	604	546	591	337
NDUFB4	1224	1387	586	794	984	781	1129	663
NDUFB5	987	1141	542	600	551	550	487	283
NDUFB6	1191	1469	545	750	1335	1179	1070	730
NDUFB7	1424	2438	724	1105	771	784	720	475
NDUFB8	256	285	102	142	338	258	373	252
NDUFB9	1418	2183	824	1040	1977	2013	1495	1114
NDUFC1	722	808	315	443	535	426	466	281
NDUFC2	156	171	78	107	454	565	259	207
NDUFS1	5117	5510	2348	2843	3661	3292	3431	2398
NDUFS2	3307	3950	1507	2149	2506	2318	2234	1601
NDUFS3	1833	2234	889	1180	1518	1374	1387	1075
NDUFS4	774	810	335	453	605	587	550	401
NDUFS5	2685	4190	1494	2023	2164	2250	1988	1286
NDUFS6	1504	2363	781	1119	601	651	592	342
NDUFS7	1160	1534	570	782	594	559	618	409
NDUFS8	2128	2463	963	1296	1144	1011	1178	817
NDUFV1	2010	2606	925	1373	3212	2920	2896	2138
NDUFV2	1347	1264	552	741	727	657	717	483
NDUFV3	1125	1318	520	713	1108	1051	1045	794
NEB	10	5	2	1	316	328	248	228
NEBL	192	217	97	100	197	181	180	152
NECAB3	139	159	53	93	205	169	148	150
NECAP1	508	550	234	302	419	415	375	304
NECAP2	522	738	246	377	389	371	404	272
NECTIN1	85	133	53	67	89	71	62	66
NECTIN2	554	727	232	315	377	326	296	280
NECTIN3	133	140	61	93	990	861	998	717
NEDD1	1056	1121	479	566	866	795	809	629
NEDD4	443	447	201	263	324	303	333	243
NEDD4L	479	561	249	294	246	211	286	170
NEDD8	5	5	4	3	142	141	142	105
NEDD8-MDP1	209	230	80	127	277	333	344	263
NEDD9	66	75	31	42	31	30	22	40
NEFL	1397	1680	628	871	421	419	371	299
NEFM	231	189	62	91	677	661	563	548
NEIL1	28	33	15	21	175	154	139	150
NEIL2	76	106	39	45	80	70	56	45
NEIL3	633	750	328	400	866	789	750	570
NEK1	355	379	175	195	1398	1282	1183	1037
NEK10	39	60	24	19	202	173	134	111
NEK11	31	53	11	18	100	106	83	77
NEK2	535	630	259	364	1090	1099	1012	754
NEK3	366	373	174	235	429	388	392	292
NEK4	410	479	171	228	2052	1862	1955	1550
NEK6	499	569	204	299	283	257	271	226
NEK7	377	448	190	213	507	455	574	381
NEK9	796	1038	441	516	1883	1609	1599	1362
NELFA	445	617	220	338	466	447	422	406
NELFB	947	1173	438	581	1008	933	974	773
NELFCD	1822	2166	790	1110	1679	1652	1807	1319
NELFE	1713	2054	876	1098	1302	1155	1246	854
NELL2	478	609	232	282	548	514	519	378
NEMF	891	1005	444	506	1867	1750	1717	1329
NEMP1	1024	1381	497	626	808	756	632	557
NEMP2	64	104	38	53	129	110	102	77
NENF	413	571	198	269	842	776	717	476
NEO1	1216	1502	658	774	1223	1057	976	960
NEPRO	442	509	205	243	1414	1292	1255	958
NES	10	26	8	8	60	50	44	35
NET1	1267	1453	539	737	1576	1580	1710	1192
NETO2	285	320	125	155	1447	1318	1344	951
NEU1	555	793	294	364	454	439	475	345
NEU3	240	289	81	129	354	284	321	267
NEURL2	5	3	2	2	22	20	19	20
NEURL4	382	548	164	276	1019	909	820	740
NEXMIF	0	2	0	1	40	28	36	34
NEXN	138	146	56	90	140	130	130	105
NF1	1397	1345	608	833	3636	3003	2772	2809
NF2	451	519	237	278	2004	1803	1557	1424
NFASC	12	14	6	13	34	14	24	21
NFAT5	861	849	356	447	1293	1111	1089	1185
NFATC1	249	271	93	115	70	62	49	47
NFATC2IP	383	539	180	260	587	529	474	464
NFATC3	427	490	199	240	1347	1086	1323	1134
NFATC4	96	116	49	64	71	53	51	47
NFE2L1	1589	1902	787	1027	1099	1050	1173	972
NFE2L2	1038	1218	487	647	830	706	664	625
NFE2L3	190	203	90	112	481	428	583	471
NFIA	468	590	279	322	517	467	392	412
NFIB	492	578	214	325	223	165	173	186
NFIC	398	463	161	263	73	54	36	59
NFIL3	142	134	69	75	240	195	198	212
NFIX	245	309	117	184	110	81	49	84
NFKB1	390	506	203	244	913	934	812	648
NFKB2	285	328	136	189	162	148	115	119
NFKBIA	296	416	181	283	237	236	333	217
NFKBIB	447	606	221	276	303	239	240	160
NFKBIE	124	140	55	68	68	60	54	24
NFKBIL1	163	207	71	113	190	176	173	120
NFKBIZ	17	36	19	20	76	79	95	87
NFRKB	787	917	369	528	2004	1627	1800	1575
NFS1	441	478	194	231	347	273	291	243
NFU1	717	755	298	422	597	557	639	366
NFX1	686	853	349	434	1737	1467	1447	1428
NFXL1	768	972	424	461	1068	1013	855	755
NFYA	453	565	223	273	457	364	348	372
NFYB	429	421	208	245	345	345	350	255
NFYC	977	1269	507	653	610	511	595	483
NGDN	720	937	364	490	1268	1317	1148	859
NGEF	197	218	87	110	78	64	74	67
NGLY1	541	615	235	281	1513	1351	1353	1003
NGRN	269	365	156	171	1425	1406	1467	1057
NHEJ1	339	384	164	202	304	244	252	221
NHLRC2	1245	1399	687	748	1175	984	1037	879
NHLRC3	214	273	100	130	242	229	192	148
NHP2	1644	2274	769	1058	1887	1875	1964	1183
NHS	138	118	62	60	45	32	33	26
NHSL1	558	618	261	313	298	251	243	270
NHSL2	30	26	17	16	41	33	22	41
NID1	1409	1712	609	884	1425	1183	958	1253
NID2	507	580	223	270	333	269	269	262
NIF3L1	606	696	299	363	865	807	853	608
NIFK	1099	1232	533	737	1512	1285	1570	1026
NIN	581	714	340	403	3815	3576	3195	2597
NINJ1	117	117	45	82	42	37	44	34
NINL	87	102	31	54	447	426	344	311
NIP7	502	701	285	366	912	801	785	542
NIPA1	155	215	66	99	59	48	48	47
NIPA2	468	482	204	237	835	752	890	574
NIPAL1	99	124	66	73	70	60	47	36
NIPAL2	23	38	14	13	51	41	51	42
NIPAL3	207	279	90	131	349	288	341	246
NIPBL	1515	1811	859	985	4033	3534	3339	3298
NIPSNAP1	1166	1308	478	658	714	653	769	487
NIPSNAP2	1109	1119	505	616	834	818	871	568
NIPSNAP3A	584	556	233	298	464	500	404	317
NISCH	821	941	401	507	1858	1621	1710	1506
NIT1	509	545	194	277	319	261	301	209
NIT2	572	726	292	367	692	627	744	457
NKAP	896	968	412	507	1064	995	1004	826
NKAPD1	259	273	93	157	808	728	749	560
NKD1	25	39	11	14	32	31	25	19
NKD2	67	107	44	57	88	76	67	60
NKIRAS1	272	301	130	155	179	185	159	133
NKIRAS2	370	460	159	256	284	287	264	203
NKRF	1691	1827	857	1046	2189	1992	2079	1741
NKTR	437	561	196	240	4784	4072	4569	3731
NKX2-5	225	300	111	149	198	188	199	156
NKX6-1	90	125	32	41	44	46	43	33
NLE1	707	891	298	475	658	526	665	515
NLGN1	72	58	25	40	190	165	201	131
NLGN2	62	90	16	41	154	104	64	111
NLK	60	80	22	28	181	133	200	130
NLN	874	937	370	476	1519	1451	1391	1162
NLRC4	0	1	0	0	47	35	30	48
NLRC5	61	60	41	40	19	18	31	23
NLRP14	4	2	0	2	47	60	60	40
NLRX1	143	172	68	102	368	302	312	254
NMB	41	64	23	30	78	60	93	36
NMD3	903	1071	464	577	1736	1728	1572	1101
NME1	1936	2518	940	1235	1397	1228	1456	925
NME1-NME2	1844	2460	911	1293	254	224	262	85
NME3	526	724	249	356	323	341	252	183
NME4	1063	1323	426	668	798	699	700	494
NME5	133	139	71	63	16	19	15	12
NME6	178	215	88	121	300	258	250	234
NME7	415	517	221	273	433	410	361	311
NMI	132	118	50	66	29	32	20	16
NMNAT1	87	131	58	70	151	166	157	102
NMNAT3	16	13	10	6	16	19	22	18
NMRAL1	4	1	0	3	355	320	326	257
NMRK1	42	38	18	23	67	58	69	42
NMT1	1986	2567	950	1347	1618	1514	1755	1269
NMT2	502	517	225	272	589	563	530	450
NMU	476	484	201	249	115	92	108	75
NNT	615	710	311	413	2080	1735	1906	1443
NOA1	532	587	260	359	893	854	826	684
NOB1	690	828	311	444	819	776	805	614
NOC2L	3511	4452	1753	2496	3328	3288	3465	2533
NOC3L	1826	2024	879	1063	2647	2455	2499	1820
NOC4L	996	1364	455	650	428	361	430	336
NOCT	516	596	212	321	472	342	472	383
NOD1	26	21	7	6	134	111	107	101
NOL10	1061	1238	536	683	2420	2278	2240	1600
NOL11	3011	3473	1588	1771	3812	3499	3847	2848
NOL12	13	17	4	16	32	38	39	14
NOL4	36	39	17	19	26	19	20	16
NOL4L	74	59	18	32	23	24	18	18
NOL6	958	1293	474	703	1275	1056	1238	1041
NOL7	2340	2832	1202	1545	2080	2168	1940	1407
NOL8	566	729	315	409	2786	2568	2230	1959
NOL9	2006	2496	935	1250	1667	1393	1499	1271
NOLC1	6906	8259	3233	4249	5076	4896	5285	3993
NOM1	542	720	269	350	898	917	938	737
NOMO1	196	230	93	101	671	550	662	578
NOMO2	78	94	39	40	154	119	178	167
NOMO3	44	59	22	22	188	122	173	161
NONO	7640	10408	4068	5656	7608	7402	7696	5876
NOP10	1261	1399	535	786	491	458	465	290
NOP14	1820	2379	981	1225	4401	4434	4082	3345
NOP16	944	1167	416	604	1250	1270	1185	782
NOP2	2528	3511	1317	1702	2934	2728	2851	2291
NOP53	438	660	271	365	1407	1451	1405	1004
NOP56	2598	3533	1440	1981	9144	8507	8850	6579
NOP58	2488	3003	1314	1655	6126	5920	5618	4069
NOP9	325	545	181	277	787	717	724	630
NOS1AP	103	164	51	76	64	47	32	48
NOS2	97	80	28	46	44	27	29	22
NOSIP	1050	1486	550	791	935	830	925	676
NOSTRIN	0	0	0	0	114	98	101	126
NOTCH1	395	625	238	296	364	243	273	308
NOTCH2	1712	2329	883	1239	4754	4093	3617	3593
NOTCH3	471	451	168	246	267	170	142	200
NOTCH4	5	5	1	4	18	11	15	13
NOVA1	91	103	43	62	91	89	60	65
NOX1	0	0	0	0	23	12	17	11
NOXA1	7	4	0	6	33	42	47	38
NOXO1	1	0	0	0	102	68	75	78
NPAS1	141	120	37	84	93	74	70	67
NPAS2	50	61	23	34	61	49	41	52
NPAT	694	715	293	404	1830	1470	1812	1383
NPC1	980	1061	438	555	725	624	637	622
NPC2	837	904	388	515	713	654	667	446
NPDC1	276	378	127	189	204	194	172	151
NPEPL1	3	7	6	3	87	82	69	81
NPEPPS	2251	2774	1150	1439	2629	2335	1677	1771
NPHP1	113	124	49	57	246	222	248	138
NPHP3	107	134	61	62	396	361	333	278
NPHP3-ACAD11	3	7	2	1	27	30	14	13
NPHP4	198	266	90	136	456	354	324	377
NPIPB4	0	0	0	0	34	32	14	40
NPL	29	19	16	12	108	133	101	94
NPLOC4	1250	1494	641	867	1681	1473	1674	1380
NPM1	1805	2744	1054	1369	13397	13466	12835	9388
NPM3	941	1150	445	609	1247	1297	1099	799
NPNT	154	189	74	110	118	89	96	73
NPRL2	297	349	131	176	571	493	600	419
NPRL3	907	1051	451	601	220	170	142	212
NPTN	1006	1297	494	742	774	675	741	530
NPTX1	400	511	160	273	183	162	149	139
NPTX2	159	191	76	100	102	80	97	91
NPY1R	0	0	0	0	36	29	43	21
NQO1	138	149	61	79	140	136	119	129
NQO2	421	463	176	250	408	384	373	259
NR1D2	797	834	381	488	1297	1155	1221	951
NR1H2	136	166	53	70	184	167	227	142
NR1H3	63	71	34	44	114	108	142	96
NR1I3	18	9	7	8	127	94	119	83
NR2C1	770	942	351	475	869	729	742	609
NR2C2	314	350	115	175	864	678	623	641
NR2C2AP	187	246	79	106	217	221	251	185
NR2F1	254	374	114	184	292	251	296	310
NR2F2	509	670	248	339	413	350	317	310
NR2F6	521	663	235	352	265	242	164	130
NR3C1	821	1041	429	490	786	690	637	538
NR3C2	294	304	125	178	384	351	379	289
NR4A1	81	85	34	33	36	35	50	20
NR5A2	35	29	12	16	27	29	25	18
NR6A1	33	46	20	23	296	240	239	258
NRARP	142	155	47	108	42	45	38	36
NRAS	841	939	413	521	992	813	998	728
NRBF2	119	145	70	71	175	126	162	99
NRBP1	1165	1298	529	682	1077	923	1136	953
NRBP2	30	41	17	23	59	49	64	47
NRCAM	527	641	249	350	225	208	203	164
NRDC	3828	4481	1857	2281	4439	4104	3773	3205
NRDE2	620	771	368	425	1339	1215	1154	996
NREP	40	35	14	24	54	41	47	43
NRF1	409	517	218	273	507	441	501	419
NRIP1	320	405	180	204	895	771	897	690
NRIP2	4	1	0	0	48	44	29	47
NRIP3	90	110	45	63	121	90	100	72
NRK	1	0	0	1	20	23	17	18
NRM	271	335	99	157	30	28	32	20
NRN1	224	258	98	126	147	136	140	104
NRP1	653	1000	396	527	563	583	538	445
NRP2	219	260	98	143	141	114	125	114
NRSN2	449	516	188	258	75	78	61	80
NRXN2	7	14	10	12	21	22	13	18
NRXN3	108	148	70	75	236	230	216	221
NSA2	333	383	159	237	1105	1071	1199	731
NSD1	1692	1973	827	1067	9318	8653	7165	6680
NSD2	1153	1390	490	705	4625	4129	3495	3335
NSD3	752	853	371	539	1886	1597	1546	1424
NSDHL	877	1206	525	657	811	690	902	705
NSF	676	854	382	462	681	678	630	511
NSFL1C	1110	1474	599	795	760	682	731	577
NSG1	66	76	26	43	31	34	27	23
NSL1	573	597	273	316	976	897	922	683
NSMAF	167	203	89	95	848	693	763	618
NSMCE1	596	618	226	308	553	521	488	368
NSMCE2	292	333	135	188	517	470	521	353
NSMCE3	397	545	220	291	286	259	267	198
NSMCE4A	982	1188	452	543	1379	1321	1170	828
NSMF	108	157	55	73	844	691	724	631
NSRP1	377	474	244	236	267	279	289	219
NSUN2	3416	3999	1674	2151	3366	3442	3150	2527
NSUN3	283	307	124	184	396	348	345	276
NSUN4	288	407	130	182	359	339	337	320
NSUN5	295	410	120	200	374	400	378	292
NSUN6	292	314	142	186	564	526	463	389
NT5C	285	401	137	181	334	300	322	223
NT5C2	767	945	392	491	624	539	602	479
NT5C3A	271	243	129	166	349	299	379	235
NT5C3B	498	749	285	357	1722	1490	1760	1184
NT5DC1	885	1001	412	530	875	777	835	712
NT5DC2	925	1218	442	630	2352	2062	2376	1889
NT5DC3	319	366	145	189	418	413	344	336
NT5M	2	10	5	4	44	41	45	32
NTAN1	85	109	42	45	274	216	277	176
NTHL1	439	619	236	292	706	710	659	462
NTMT1	1128	1306	482	696	662	668	751	525
NTN1	360	506	188	270	91	92	88	87
NTN3	7	10	1	11	33	32	17	21
NTPCR	600	746	293	330	768	678	769	499
NUAK1	119	153	55	73	189	175	176	156
NUAK2	21	27	9	11	16	15	15	25
NUB1	2207	2464	1075	1306	1214	1088	1252	913
NUBP1	264	301	133	198	357	350	387	252
NUBP2	578	789	289	382	605	647	528	427
NUBPL	288	332	120	139	309	292	240	178
NUCB1	1116	1444	511	749	671	614	642	535
NUCB2	927	954	471	556	835	861	849	557
NUCKS1	4572	5775	2523	3116	10484	10791	10210	7769
NUDC	3330	4510	1724	2420	1829	1994	2012	1374
NUDCD1	929	1024	397	526	1072	1016	911	638
NUDCD2	591	800	299	423	418	470	362	226
NUDCD3	738	992	370	477	583	570	605	452
NUDT1	425	586	220	282	317	334	303	222
NUDT10	6	19	8	5	24	26	21	20
NUDT11	25	47	10	16	90	73	59	53
NUDT12	750	882	328	409	633	575	547	390
NUDT13	26	29	9	8	192	174	161	164
NUDT14	109	157	57	83	87	88	94	60
NUDT15	421	583	219	349	374	369	274	268
NUDT16	207	275	82	155	260	204	187	124
NUDT16L1	305	419	160	215	143	148	120	94
NUDT17	29	44	15	27	65	60	48	48
NUDT18	16	34	11	13	36	36	35	21
NUDT19	2645	3341	1315	1853	367	348	320	269
NUDT2	161	149	69	90	182	196	172	143
NUDT21	1776	2188	907	1161	1408	1286	1464	884
NUDT22	106	102	43	82	184	196	192	111
NUDT3	65	77	33	36	31	37	36	12
NUDT4	47	43	19	13	39	37	39	18
NUDT5	2077	2673	1044	1365	1840	1638	1598	1158
NUDT6	87	77	33	40	147	108	131	83
NUDT7	89	86	37	46	50	51	63	40
NUDT8	85	112	35	57	87	89	81	48
NUDT9	351	395	135	201	273	293	262	211
NUF2	1303	1549	656	787	1187	1128	1230	850
NUFIP1	296	480	194	199	464	421	377	332
NUFIP2	1200	1642	629	767	2097	1929	2058	1707
NUMA1	2657	3598	1329	1916	3471	3092	3039	2907
NUMB	397	548	189	252	452	394	424	399
NUMBL	264	348	128	188	163	155	94	119
NUP107	4213	4785	2039	2514	4361	4174	3992	2813
NUP133	3731	4507	1782	2254	9312	8450	8251	6078
NUP153	4116	4578	1953	2354	7604	6078	7388	6175
NUP155	8223	8343	3629	4677	7722	6464	7277	5500
NUP160	2645	3172	1308	1653	5322	4588	4214	3742
NUP188	4794	5689	2335	3135	5513	4858	4688	4671
NUP205	6349	7437	3069	3775	10683	9374	10150	7539
NUP210	3084	3848	1331	1880	3591	2956	3050	3145
NUP210L	1	0	0	0	57	48	60	34
NUP214	2432	3304	1263	1642	2078	1665	1523	1849
NUP35	499	604	261	337	711	533	702	517
NUP37	1707	2218	895	1076	1106	994	1147	753
NUP43	2383	2622	1113	1331	1900	1591	1832	1365
NUP50	182	226	86	128	747	721	680	542
NUP54	1202	1403	645	793	1875	1652	1977	1286
NUP58	1978	2080	920	1127	1544	1271	1630	1181
NUP62	1379	1688	624	902	814	700	863	698
NUP62CL	373	328	166	205	312	240	288	215
NUP85	1738	1986	766	1067	1844	1652	1849	1354
NUP88	2439	2616	1168	1495	2539	2246	2582	1894
NUP93	2187	2607	1141	1446	3539	3290	3327	2377
NUP98	3160	3779	1529	1905	5391	4507	5370	4114
NUPL2	639	834	353	381	987	832	972	664
NUS1	49	39	13	26	233	216	176	164
NUSAP1	2877	3010	1349	1686	2080	1798	2317	1529
NUTF2	1263	1117	506	750	738	486	865	490
NVL	870	1102	472	599	3013	2640	2636	2146
NXF1	993	1337	548	757	987	995	1072	939
NXN	641	802	285	384	186	171	198	154
NXPE3	149	173	66	80	585	489	494	402
NXPH4	252	366	116	152	15	12	18	19
NXT1	150	213	97	106	248	240	213	171
NXT2	76	107	38	47	175	140	154	112
NYNRIN	319	330	136	156	97	82	64	95
OAF	89	175	43	109	152	135	129	120
OARD1	232	250	103	142	121	98	117	62
OAT	5202	6200	2462	3167	3791	3488	4144	2581
OAZ1	930	1303	498	712	7228	5932	8097	5522
OAZ2	583	784	292	416	268	249	188	173
OAZ3	1	3	1	4	22	13	20	18
OBSCN	23	32	15	21	439	356	318	311
OBSL1	1490	2197	758	1094	1249	1247	1066	956
OCA2	58	82	31	36	59	70	47	47
OCEL1	59	57	28	28	31	27	27	30
OCIAD1	2272	2265	1046	1307	1017	930	1041	737
OCLN	675	962	367	488	250	234	240	183
OCRL	1363	1512	651	797	1623	1452	1352	1198
ODC1	3353	4370	1594	2130	9046	8519	8238	5648
ODF2	583	735	299	393	1715	1594	1490	1311
ODF2L	366	348	164	199	897	895	747	613
ODF3B	0	0	0	1	36	25	15	19
ODR4	276	313	125	158	934	839	871	638
OFD1	238	301	154	172	1052	1006	1010	825
OGA	2923	3668	1626	1986	4129	3624	3379	2935
OGDH	1454	1738	640	954	1139	1016	999	938
OGDHL	82	98	44	33	419	416	394	310
OGFOD1	1096	1373	559	692	1779	1722	1441	1257
OGFOD2	150	231	71	93	143	127	146	100
OGFOD3	130	175	46	96	239	225	205	159
OGFR	527	705	259	347	713	669	653	491
OGFRL1	276	251	112	149	465	460	443	319
OGG1	172	207	71	114	231	186	219	188
OGN	0	0	0	0	123	130	67	103
OGT	2451	2984	1111	1458	5322	4630	4737	3766
OIP5	485	636	228	312	302	252	276	171
OLA1	1348	1818	681	976	2119	2147	2038	1408
OMA1	305	395	140	219	1170	1053	1200	788
OMD	0	0	0	0	123	102	65	123
OMG	0	0	0	0	74	87	54	54
ONECUT2	37	54	20	22	58	58	54	66
OPA1	2035	2001	831	1114	3017	2838	2586	2000
OPA3	131	158	55	78	51	42	47	42
OPHN1	83	85	42	66	252	198	193	167
OPN1SW	0	0	1	0	37	38	28	33
OPTN	605	625	258	315	166	143	164	90
