	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
EDF1	1822	2848	998	1369	1566	1362	1547	943
EDRF1	1151	1438	507	639	2236	1974	2095	1598
EEA1	1446	1697	858	988	1358	1179	1163	1030
EED	541	742	235	348	971	889	826	667
EEF1A1	1452	3272	1558	2405	9067	7945	11584	6694
EEF1A2	2280	2551	960	1322	226	200	245	205
EEF1AKMT1	205	216	118	120	189	161	165	109
EEF1AKMT2	74	80	29	53	129	140	86	92
EEF1AKMT4	44	52	14	30	61	71	51	39
EEF1AKNMT	853	1118	398	514	1374	1244	1126	983
EEF1B2	403	602	217	376	1839	1677	1683	982
EEF1D	960	1599	629	897	3913	3705	3864	2912
EEF1E1	647	590	273	345	539	450	560	380
EEF1G	2041	2481	1020	1464	9802	9170	10023	6795
EEF2	35482	51003	20425	28310	47867	42064	52672	39487
EEF2K	221	271	115	121	428	391	356	341
EEF2KMT	52	91	29	45	208	143	156	130
EEFSEC	384	530	210	309	304	240	198	252
EEPD1	92	101	30	56	131	130	106	117
EFCAB10	19	30	8	10	47	48	51	34
EFCAB11	139	143	53	61	117	136	136	84
EFCAB13	4	6	2	3	78	61	61	62
EFCAB14	275	260	125	140	546	490	432	453
EFCAB2	24	47	18	23	131	105	109	85
EFCAB6	29	25	7	11	92	76	100	81
EFCAB7	308	307	135	172	455	392	419	300
EFHC1	201	229	112	127	404	408	377	315
EFHD2	406	545	181	230	201	184	168	138
EFL1	350	446	188	213	1225	1101	1132	821
EFNA4	20	27	15	20	37	31	37	47
EFNA5	418	555	244	298	125	97	81	94
EFNB1	224	378	122	177	165	117	158	132
EFNB2	606	700	278	380	143	106	168	158
EFR3A	213	214	107	135	840	829	803	617
EFR3B	244	273	127	127	118	95	118	93
EFTUD2	5204	7188	2578	3486	5900	5490	5290	4382
EGFL7	314	426	185	257	102	77	99	53
EGFL8	9	13	6	4	70	52	39	50
EGFR	260	265	118	170	139	128	126	121
EGLN1	291	405	171	221	378	359	284	264
EGLN2	220	288	103	146	443	422	415	312
EGLN3	155	183	66	115	49	44	38	33
EHBP1	388	371	200	223	1490	1352	1122	1116
EHD1	373	391	156	212	318	305	289	259
EHD3	80	99	33	55	149	145	149	124
EHD4	524	657	264	328	406	423	481	373
EHHADH	300	281	138	179	176	172	168	136
EHMT1	821	1039	385	547	1354	1248	1265	1120
EHMT2	1000	1348	496	714	1331	1174	1240	1039
EI24	494	579	231	292	2459	2091	2647	1663
EID1	2023	2687	952	1349	1268	1239	1117	747
EID2	972	1134	431	529	242	253	209	145
EID3	1	5	2	0	102	109	52	50
EIF1	1430	1687	800	982	1356	1262	830	999
EIF1AD	219	210	87	115	285	274	233	209
EIF1AX	329	387	157	228	389	462	448	346
EIF1B	490	604	279	317	397	355	283	335
EIF2A	1415	1566	782	927	2646	2306	2611	1785
EIF2AK1	1313	1325	562	730	2356	2108	1950	1937
EIF2AK2	1502	1640	752	958	1101	992	959	750
EIF2AK3	115	125	48	45	477	410	482	346
EIF2AK4	791	844	357	422	1947	1705	1650	1344
EIF2B1	1553	1900	767	1009	1271	1121	1180	842
EIF2B2	751	877	334	445	771	681	794	519
EIF2B3	1508	1662	651	792	1394	1366	1245	949
EIF2B4	660	839	349	388	762	769	713	563
EIF2B5	659	978	395	478	968	921	986	784
EIF2D	480	519	221	288	1605	1520	1601	1195
EIF2S1	3011	3597	1510	1856	1890	1793	1775	1276
EIF2S2	609	675	283	377	1773	1735	1916	1257
EIF2S3	5031	5078	2376	2937	4122	3628	4275	2905
EIF3A	8202	11109	4688	6042	14235	13981	13751	10335
EIF3B	6797	8221	3221	4333	8719	8497	8029	6079
EIF3C	13	41	11	21	73	67	99	59
EIF3D	7931	9324	3767	5245	7962	7297	7895	5934
EIF3E	5121	5746	2664	3228	7170	6362	7586	4692
EIF3F	752	932	446	524	1451	1387	1371	1045
EIF3G	4065	5196	2008	2668	2686	2524	3067	2094
EIF3H	3180	3871	1725	2176	2626	2459	2682	1737
EIF3I	8669	9502	3739	5208	6872	6182	7693	5411
EIF3J	959	1258	481	644	743	724	779	543
EIF3K	7716	8527	3667	5002	3583	3476	3286	2414
EIF3L	3137	4226	1701	2234	6684	5566	7478	4951
EIF3M	5333	6396	2684	3424	6981	6867	6281	4494
EIF4A1	6305	8068	3127	4447	17427	16190	17110	12006
EIF4A2	1232	1442	576	739	2876	2820	2923	1983
EIF4A3	2954	3622	1440	1952	3497	3165	3532	2695
EIF4B	452	690	302	410	3523	3364	3568	2589
EIF4E	108	171	66	84	264	248	301	172
EIF4E2	697	1088	437	517	865	810	932	575
EIF4E3	78	78	35	51	89	81	65	45
EIF4EBP1	862	998	351	595	589	615	476	359
EIF4EBP2	237	354	148	189	157	128	160	122
EIF4ENIF1	512	646	217	305	810	778	694	633
EIF4G1	13168	16625	6559	8907	16496	14744	14181	13293
EIF4G2	5423	6061	2720	3448	25050	22051	21326	19296
EIF4G3	3811	4614	1920	2466	4573	3990	3909	3819
EIF4H	772	964	397	499	1106	958	1364	1021
EIF5	2176	2292	1000	1299	5112	4771	4766	3864
EIF5A	5710	7855	2889	3711	2764	2720	2686	1907
EIF5A2	101	113	49	69	104	104	72	79
EIF5B	3269	3987	1747	2100	3693	3726	3303	2788
EIF6	1572	2150	798	1127	815	738	821	587
EIPR1	274	314	165	191	461	431	399	299
ELAC1	48	80	40	58	79	77	93	59
ELAC2	1649	1987	765	1091	3150	2847	3127	2415
ELAVL1	3607	4172	1620	2201	1477	1259	1342	1182
ELAVL2	282	328	138	131	164	134	189	120
ELF1	700	807	375	465	381	291	293	275
ELF2	338	421	181	219	938	844	833	664
ELF4	403	445	162	223	273	224	177	192
ELK1	171	214	71	116	487	374	421	338
ELK3	121	86	44	50	66	71	67	62
ELK4	104	112	48	77	290	287	247	280
ELL	243	325	120	162	157	129	161	119
ELL2	171	166	79	110	226	223	298	220
ELL3	292	248	103	130	71	52	60	77
ELMO2	411	538	244	291	556	479	450	452
ELMO3	6	2	1	0	64	59	83	70
ELMOD1	19	20	13	13	63	49	52	48
ELMOD2	577	708	311	360	561	545	568	413
ELMOD3	18	25	12	11	204	118	170	189
ELMSAN1	267	321	112	144	394	322	283	354
ELOA	1515	1762	700	1014	2412	2243	2262	1904
ELOB	2578	3060	1173	1761	1847	1672	1770	1132
ELOC	648	1001	392	496	587	552	676	488
ELOF1	624	1004	312	477	355	361	375	236
ELOVL1	886	1139	349	484	308	253	370	231
ELOVL2	273	342	141	177	153	133	148	132
ELOVL4	839	964	397	543	282	306	355	215
ELOVL5	2295	2806	1222	1579	932	699	1042	707
ELOVL6	389	548	196	285	201	151	180	128
ELOVL7	234	249	116	133	124	120	118	82
ELP1	2072	2393	1016	1292	4862	4428	4407	3430
ELP2	1434	1660	686	842	1878	1635	1651	1259
ELP3	1195	1453	625	732	688	661	731	488
ELP4	404	424	189	242	580	450	603	414
ELP5	811	984	374	428	793	719	905	566
ELP6	447	572	216	313	750	741	776	571
EMB	227	230	108	149	306	259	368	237
EMC1	2261	2819	1054	1439	1984	1739	1601	1527
EMC10	634	1107	375	549	964	872	1178	757
EMC2	774	717	366	416	606	631	561	400
EMC3	1180	1385	598	740	991	845	1093	699
EMC4	1008	1300	517	643	603	507	581	402
EMC6	254	339	126	164	103	116	169	102
EMC7	779	984	381	473	328	309	341	246
EMC8	482	687	273	341	551	494	531	354
EMC9	111	127	44	83	186	220	194	147
EMD	1340	1713	652	863	856	756	932	770
EME1	254	318	131	129	596	544	542	357
EME2	26	30	19	18	162	153	122	129
EMG1	891	1192	452	634	1034	945	939	677
EMILIN2	165	144	54	86	665	546	507	463
EMILIN3	349	437	164	267	201	170	191	148
EML1	622	680	288	385	532	567	526	460
EML2	257	280	104	157	155	148	136	133
EML3	147	150	64	82	220	224	174	208
EML4	1335	1630	692	847	2211	2038	2191	1630
EML5	130	126	51	64	1136	1111	927	785
EML6	22	15	15	9	267	219	194	164
EMP2	195	226	88	115	119	67	128	81
EMP3	300	313	109	163	72	49	102	58
EMSY	271	307	137	147	553	446	503	451
EN2	177	219	74	100	157	117	105	105
ENAH	1917	2151	848	1162	2882	2631	3132	2388
ENC1	406	538	227	305	102	75	75	67
ENDOD1	184	227	91	130	131	116	137	113
ENDOG	479	691	204	349	342	324	320	266
ENDOV	57	65	23	31	117	113	86	98
ENGASE	98	157	56	59	292	300	299	242
ENKD1	62	74	21	31	133	99	106	85
ENO1	46917	59361	23451	32458	41754	38196	43307	30202
ENO2	737	948	386	491	171	147	139	117
ENOPH1	602	813	315	381	837	840	712	521
ENOSF1	247	300	124	152	442	405	313	359
ENOX1	69	74	29	53	212	208	188	175
ENOX2	152	159	55	93	546	471	508	412
ENPEP	365	353	190	222	64	68	55	35
ENPP1	450	530	208	283	638	603	658	437
ENPP4	482	507	196	287	242	228	245	174
ENSA	427	689	254	341	1034	1007	1086	721
ENTPD4	126	193	82	104	513	497	452	368
ENTPD5	31	30	12	19	233	157	206	171
ENTPD6	325	420	151	213	513	509	493	418
ENTPD7	286	313	121	157	718	642	666	517
ENTR1	264	341	142	204	981	959	839	663
ENY2	749	1017	407	532	990	1020	893	619
EOGT	173	199	87	105	387	285	352	260
EP300	2132	2526	1092	1381	2917	2235	1788	2541
EP400	1237	1535	647	835	1759	1291	932	1536
EPAS1	108	103	32	58	79	57	52	60
EPB41	1736	1970	817	1054	3237	2912	2812	2488
EPB41L1	131	147	62	79	252	213	192	208
EPB41L2	2482	2831	1280	1635	2487	2246	2274	1933
EPB41L3	1577	2070	829	1050	1049	947	1012	681
EPB41L4A	57	50	21	33	114	86	86	90
EPB41L4B	110	110	66	68	168	162	132	111
EPB41L5	505	518	236	290	570	492	536	407
EPC1	207	252	155	160	608	536	606	567
EPC2	247	261	118	172	1047	987	1125	913
EPG5	433	475	195	263	971	876	797	697
EPHA2	769	973	329	487	159	138	139	97
EPHA3	244	279	107	142	397	338	382	273
EPHA4	439	620	229	314	641	535	542	420
EPHA5	174	245	79	128	58	56	43	44
EPHA6	146	184	61	77	527	519	461	386
EPHA7	1442	1992	810	1077	1139	1072	978	788
EPHA8	60	58	30	30	65	53	82	46
EPHB1	51	56	20	28	64	46	50	75
EPHB2	254	301	102	157	213	183	232	218
EPHB4	383	561	179	297	1068	981	969	839
EPHX1	663	769	295	347	366	307	289	275
EPHX2	191	226	92	121	131	102	109	89
EPHX4	158	185	60	111	65	62	51	42
EPM2A	45	57	27	19	64	48	58	48
EPN1	837	1032	345	525	686	643	478	607
EPN2	178	232	88	120	436	342	423	359
EPOR	60	68	24	31	51	31	48	27
EPPK1	657	850	334	407	227	196	154	206
EPRS	5489	5957	2562	3116	15223	14357	14330	10993
EPS15	1049	1188	479	537	1645	1416	1404	1171
EPS15L1	1025	1243	570	668	533	499	527	484
EPS8	895	1017	397	534	469	395	449	357
ERAL1	1081	1363	547	713	595	534	603	564
ERAP1	264	293	122	156	133	125	151	115
ERBB2	244	242	99	156	589	543	555	463
ERBB4	336	327	127	204	120	123	121	107
ERBIN	1045	1161	483	657	2603	2307	2593	1865
ERC1	809	922	420	509	1290	1216	917	945
ERC2	30	37	12	19	382	303	311	299
ERCC1	421	631	203	321	538	493	501	383
ERCC2	745	818	320	422	558	470	533	475
ERCC3	896	1060	399	532	1995	1770	1908	1483
ERCC4	419	500	181	254	637	659	506	486
ERCC6	507	627	249	315	1006	1013	958	803
ERCC6L	607	762	360	405	1841	1585	1784	1351
ERCC6L2	229	230	117	127	2118	1955	1935	1591
ERCC8	128	113	55	50	475	509	495	370
ERF	331	417	138	205	213	169	208	180
ERFE	120	177	51	102	52	34	36	26
ERG28	306	444	172	239	208	142	179	131
ERGIC1	556	700	298	422	435	344	630	422
ERGIC2	611	596	290	359	976	963	1014	650
ERGIC3	1870	2441	1004	1397	2421	2170	2562	1761
ERH	2561	2789	1328	1689	1356	1435	1750	1080
ERI1	535	505	247	276	410	374	335	273
ERI2	269	250	113	146	690	599	659	469
ERI3	1454	1638	658	885	924	807	890	681
ERICH1	315	324	127	156	257	230	239	197
ERICH5	101	153	47	76	61	61	54	40
ERLEC1	391	399	153	222	669	599	631	456
ERLIN1	387	427	166	212	480	467	427	339
ERLIN2	954	1177	462	657	586	520	535	410
ERMAP	25	22	10	11	109	105	91	80
ERMARD	234	222	106	127	322	298	316	256
ERMP1	717	760	301	382	354	296	320	269
ERN1	54	92	35	40	139	125	116	118
ERO1A	1100	1061	475	566	1443	1347	1117	940
ERO1B	166	212	91	100	306	299	277	218
ERP29	974	1306	463	611	1031	990	1222	744
ERP44	1321	1632	712	853	808	731	819	629
ERRFI1	275	330	142	201	273	256	338	211
ERV3-1	2	8	2	5	94	84	76	77
ERVFRD-1	0	0	0	0	148	132	101	109
ERVK3-1	297	457	174	239	410	443	369	282
ESCO1	147	142	43	63	940	875	856	655
ESCO2	1161	1337	540	660	619	536	617	426
ESD	3797	4293	1950	2339	2578	2397	2403	1693
ESF1	796	905	397	482	1539	1650	1676	1185
ESPL1	1779	2379	962	1234	2442	1946	1824	1948
ESPNL	0	0	0	2	94	84	69	51
ESRP2	404	457	207	254	254	201	203	221
ESRRA	108	171	54	67	227	217	233	169
ESRRG	1	1	0	0	36	48	35	31
ESS2	429	597	199	283	748	768	679	600
ESYT1	2364	2860	1119	1565	2464	2216	2258	1992
ESYT2	875	1098	389	569	1199	1049	1229	956
ETAA1	155	150	65	92	713	702	786	493
ETF1	2715	2846	1326	1704	3417	3368	3247	2273
ETFA	3714	3957	1693	2029	3370	3184	3302	2170
ETFB	1167	1355	503	669	964	946	858	677
ETFDH	411	575	218	277	892	790	806	590
ETFRF1	175	154	71	105	110	136	116	88
ETHE1	154	164	63	99	89	87	103	86
ETNK1	1004	1366	506	656	1138	972	1007	798
ETNK2	62	80	24	33	164	173	154	116
ETS2	464	581	258	286	372	283	308	289
ETV3	348	493	195	243	232	224	317	256
ETV6	81	111	30	44	39	33	33	26
EVC	57	72	21	26	508	455	268	344
EVI5	395	450	205	257	1173	1049	1019	902
EVI5L	131	147	54	86	181	156	159	131
EVL	130	168	35	65	397	328	299	300
EWSR1	3822	5187	2064	2874	6724	6601	7471	5290
EXD2	258	336	122	179	487	450	345	318
EXO1	801	849	412	479	4194	3981	3733	2954
EXO5	136	180	84	115	64	71	79	64
EXOC1	719	727	285	363	1070	1038	1104	728
EXOC2	1263	1442	613	759	1634	1460	1570	1138
EXOC3	654	766	329	435	716	673	662	586
EXOC4	1502	1615	700	840	1492	1308	1438	1128
EXOC5	423	461	190	209	1337	1273	1234	977
EXOC6	1240	1253	582	808	1114	1038	1011	827
EXOC6B	535	601	254	315	1038	844	877	787
EXOC7	1128	1437	502	735	1411	1224	1520	1112
EXOC8	722	955	407	548	1549	1413	1341	1131
EXOG	165	252	81	96	511	466	374	350
EXOSC1	731	1000	374	506	401	361	411	268
EXOSC10	2639	3431	1286	1763	3386	3035	3444	2460
EXOSC2	1434	1777	721	989	1673	1649	1602	1164
EXOSC3	626	811	288	387	936	856	835	541
EXOSC4	613	840	282	398	549	455	418	326
EXOSC5	942	1201	407	582	484	479	443	317
EXOSC6	471	651	240	372	159	196	85	77
EXOSC7	564	702	266	321	1172	1120	1025	786
EXOSC8	1770	1943	834	1007	1385	1322	1159	859
EXOSC9	1062	1352	587	675	2053	2002	1987	1423
EXPH5	184	219	101	120	693	517	505	440
EXT1	256	292	114	179	827	696	908	755
EXT2	901	1087	451	600	1575	1486	1638	1141
EXTL2	272	235	104	123	289	212	244	227
EXTL3	299	363	137	184	468	430	452	361
EYA1	72	71	37	38	245	241	271	245
EYA2	204	251	92	150	67	48	82	40
EYA3	623	692	319	385	1047	769	957	792
EYA4	519	595	227	276	462	463	543	374
EYS	0	3	0	1	111	110	116	118
EZH1	172	137	56	83	392	352	342	330
EZH2	1065	1398	603	723	1811	1679	1719	1341
EZR	3260	4523	1833	2314	2188	2177	2343	1648
F11R	429	554	200	272	200	202	176	165
F12	74	94	29	41	41	38	39	25
F2R	370	442	140	204	157	146	146	113
F2RL1	413	468	168	205	209	167	180	113
F8	60	55	24	25	122	108	115	110
FAAP100	139	201	69	99	690	592	653	540
FAAP20	294	434	133	196	126	133	131	103
FAAP24	160	217	90	92	73	65	59	54
FADD	382	471	145	208	262	212	251	146
FADS1	340	396	168	201	514	393	564	380
FADS2	1536	1840	694	954	443	348	496	318
FADS3	111	137	61	64	81	69	72	51
FAF1	1446	1626	734	923	2531	2292	2301	1767
FAF2	1195	1433	588	720	1052	999	1258	922
FAH	336	411	130	183	463	400	443	332
FAHD1	435	547	192	300	307	298	263	186
FAHD2A	88	91	37	51	234	197	201	175
FAHD2B	35	23	16	19	69	64	74	57
FAIM	658	936	323	452	933	864	778	501
FAM102A	16	27	5	10	67	58	58	44
FAM102B	200	200	82	108	281	259	238	179
FAM104A	234	339	115	165	138	146	122	95
FAM104B	175	187	93	127	181	154	179	95
FAM107B	324	287	158	201	130	128	124	86
FAM114A1	89	87	28	41	57	78	80	48
FAM114A2	434	540	229	252	501	465	514	352
FAM117A	142	202	66	115	161	102	112	121
FAM117B	383	431	181	242	276	249	246	269
FAM118A	222	255	94	144	256	227	243	167
FAM118B	248	277	125	142	508	441	437	340
FAM120A	1109	1450	576	786	2974	2732	2706	2627
FAM120AOS	84	79	31	51	129	115	126	90
FAM120B	818	990	439	572	1389	1174	1183	1073
FAM120C	272	385	139	209	235	182	202	183
FAM122B	315	363	134	174	540	423	382	423
FAM126A	525	610	264	300	979	896	953	725
FAM126B	142	171	72	86	463	416	445	352
FAM133B	14	12	6	11	126	142	126	123
FAM135A	352	333	155	170	1348	1218	1257	937
FAM136A	522	673	254	390	446	388	411	297
FAM13A	254	291	124	163	795	777	690	592
FAM13B	82	98	63	72	1394	1241	1248	1156
FAM13C	54	64	18	32	68	53	45	31
FAM149A	51	71	23	38	75	58	57	48
FAM149B1	61	57	23	30	370	339	288	267
FAM151B	33	45	18	8	88	51	54	40
FAM155B	25	29	3	8	70	64	81	67
FAM160A1	64	87	28	43	235	183	171	172
FAM160A2	130	186	54	75	438	386	428	366
FAM160B1	364	459	214	292	494	435	435	355
FAM160B2	211	258	88	126	132	101	121	91
FAM161A	236	221	111	102	329	336	289	209
FAM161B	72	72	33	26	87	79	92	81
FAM162A	931	1011	374	528	875	893	801	558
FAM168A	367	406	160	226	81	60	94	77
FAM168B	742	844	378	459	323	246	402	280
FAM169A	395	526	200	235	980	894	814	631
FAM171A1	317	403	137	198	628	573	595	481
FAM171A2	150	186	60	120	112	105	98	70
FAM171B	129	126	56	74	372	335	405	285
FAM172A	240	264	104	104	293	311	295	235
FAM174A	102	115	54	72	89	64	70	46
FAM174C	250	380	128	219	429	395	401	300
FAM177A1	217	263	105	113	280	246	288	193
FAM184A	301	280	144	169	816	773	702	519
FAM184B	68	69	32	33	98	63	53	55
FAM185A	41	65	18	34	106	98	70	69
FAM186B	4	5	6	4	127	93	67	96
FAM189B	296	351	142	178	512	422	331	392
FAM192A	319	447	139	230	489	487	569	394
FAM193A	353	438	198	224	722	636	522	574
FAM193B	165	190	78	110	619	464	424	472
FAM199X	983	1049	413	547	1297	1125	1362	1032
FAM200A	189	176	88	89	266	248	239	181
FAM200B	39	43	17	20	379	362	318	216
FAM204A	335	400	163	204	887	920	724	490
FAM207A	181	278	105	151	179	202	148	120
FAM20B	163	228	91	113	815	752	705	581
FAM210A	260	355	120	167	245	237	228	192
FAM210B	215	230	104	146	140	130	109	85
FAM214A	225	207	106	152	279	214	213	194
FAM216A	1257	1184	527	601	592	512	582	414
FAM217B	54	73	31	31	452	385	429	342
FAM219A	190	244	81	116	100	97	88	67
FAM219B	103	141	38	66	245	242	210	169
FAM221A	228	265	123	116	62	58	50	34
FAM222B	166	208	68	110	80	56	64	82
FAM227A	10	3	4	3	131	126	138	118
FAM229B	96	151	43	72	155	140	113	102
FAM234A	318	396	130	205	364	331	316	295
FAM234B	506	591	255	285	479	445	397	364
FAM241A	216	241	84	102	114	101	91	88
FAM32A	331	469	178	267	376	345	263	194
FAM3A	156	171	65	107	347	317	360	267
FAM3C	2	1	0	1	26	44	36	31
FAM49B	1068	1229	585	696	1158	1108	1189	786
FAM50A	1828	2275	881	1174	1393	1513	1500	1030
FAM53B	97	141	54	74	377	345	346	298
FAM53C	481	594	202	279	376	346	557	387
FAM71E1	41	51	11	24	47	36	39	31
FAM72B	15	15	2	6	29	41	28	34
FAM76A	141	174	80	86	341	336	355	262
FAM76B	107	135	64	68	288	294	321	212
FAM81A	23	17	7	10	88	42	64	48
FAM83B	243	294	124	138	122	83	82	78
FAM83D	1422	1802	769	965	964	836	889	731
FAM83G	224	280	88	169	334	312	255	249
FAM83H	264	442	185	251	171	168	150	137
FAM89A	188	248	63	127	124	121	95	59
FAM89B	41	72	22	35	66	46	49	38
FAM8A1	410	516	203	287	338	367	302	246
FAM91A1	416	458	197	244	1209	1138	1172	902
FAM92A	239	270	112	184	451	430	421	284
FAM98A	1114	1458	592	778	1283	1213	1253	968
FAM98B	1439	1505	696	846	518	334	335	394
FAM98C	121	201	73	99	81	70	63	38
FAN1	308	366	136	195	846	773	761	590
FANCA	999	1154	444	663	2337	1821	1773	1813
FANCB	310	378	177	168	1289	1241	1110	841
FANCC	240	271	127	166	429	362	362	328
FANCD2	1321	1504	637	727	4364	3949	3788	3196
FANCE	291	310	127	159	431	333	322	255
FANCG	264	360	132	172	720	617	632	531
FANCI	2377	2690	1132	1454	6471	5998	6035	4816
FANCL	914	1040	458	543	910	951	874	653
FANCM	356	460	154	213	1708	1671	1608	1369
FAR1	1806	2204	892	1139	2075	1944	1905	1487
FAR2	609	658	322	350	508	466	538	429
FARP1	513	603	248	351	560	431	466	480
FARP2	964	1167	447	550	959	792	921	717
FARS2	207	194	88	132	449	428	439	319
FARSA	3690	4810	1754	2373	2400	2244	2128	1665
FARSB	4285	4594	1948	2566	2129	1735	2071	1681
FAS	234	288	115	147	83	73	64	60
FASN	15869	23297	8291	11230	12079	8942	6657	10082
FASTK	165	270	85	120	871	823	869	613
FASTKD1	405	382	190	265	1117	1041	1111	864
FASTKD2	1243	1369	645	754	1681	1505	1540	1052
FASTKD3	381	393	184	182	426	412	467	315
FASTKD5	1080	1309	555	719	1106	803	949	712
FAT1	2148	2660	1055	1377	5775	5030	5017	4243
FAT2	0	2	0	4	111	83	80	103
FAT3	238	320	160	194	422	372	359	307
FAT4	400	495	213	250	662	598	601	534
FAU	3571	4878	1859	2644	3427	3059	3824	2522
FAXC	63	71	21	40	185	183	132	143
FAXDC2	14	16	6	12	74	60	58	55
FBF1	44	43	16	33	403	347	401	311
FBH1	972	1166	461	603	1823	1672	1726	1382
FBL	7678	11081	3833	5262	3499	3496	3338	2746
FBLIM1	180	230	96	133	47	53	49	37
FBLN1	623	838	286	433	243	205	176	175
FBN1	322	531	170	278	1055	902	825	731
FBN2	3532	4949	1955	2596	3801	3288	2921	2753
FBRS	562	735	280	350	374	266	248	316
FBRSL1	526	719	252	350	413	335	282	285
FBXL12	118	210	65	84	174	147	155	112
FBXL13	16	9	7	9	94	63	54	57
FBXL14	256	343	91	165	169	130	184	130
FBXL15	150	188	63	92	195	166	132	99
FBXL17	249	321	129	182	179	157	181	144
FBXL18	250	324	142	190	185	159	154	171
FBXL19	156	178	56	74	884	715	694	541
FBXL2	50	64	23	37	218	178	192	173
FBXL20	178	194	95	105	237	202	213	227
FBXL3	433	551	234	312	1193	1085	1113	812
FBXL4	253	279	118	146	603	571	568	472
FBXL5	413	412	188	233	1293	1145	1152	800
FBXL6	92	115	46	81	253	230	237	190
FBXL8	11	8	1	5	53	48	49	32
FBXO10	130	159	62	106	474	319	372	342
FBXO11	882	994	467	557	1316	1072	833	851
FBXO16	143	200	64	82	52	60	49	51
FBXO17	364	452	135	228	78	54	63	51
FBXO21	1134	1330	555	709	1164	1036	1126	773
FBXO22	495	587	241	268	1398	1283	1128	880
FBXO25	222	272	102	149	218	191	256	170
FBXO28	615	689	298	421	1234	1051	1119	866
FBXO3	792	838	402	445	818	753	765	544
FBXO30	529	552	274	321	1128	944	916	779
FBXO31	153	211	77	105	240	249	194	171
FBXO32	247	246	102	142	78	70	71	57
FBXO33	312	388	151	209	412	478	484	325
FBXO34	222	281	109	137	724	606	731	478
FBXO38	741	784	349	398	876	758	794	642
FBXO4	123	178	60	76	178	176	176	124
FBXO42	404	522	174	291	619	575	624	519
FBXO44	143	219	66	122	106	85	96	65
FBXO45	148	156	69	68	154	129	145	102
FBXO46	124	157	62	95	148	140	132	155
FBXO5	961	1101	514	593	1754	1647	1713	1290
FBXO7	1540	1676	711	885	1955	1560	1845	1335
FBXO8	141	173	61	89	225	214	197	148
FBXO9	483	553	192	309	1724	1491	1419	1156
FBXW11	731	839	366	462	1263	1256	1142	973
FBXW2	175	194	77	91	937	888	817	726
FBXW4	135	158	65	94	266	230	248	175
FBXW5	248	335	110	175	821	708	831	604
FBXW7	121	148	64	64	630	564	655	503
FBXW8	171	289	95	168	310	303	203	230
FBXW9	281	363	155	192	195	207	232	192
FCF1	321	412	167	191	487	462	402	304
FCGRT	316	351	128	185	73	81	74	65
FCHO2	450	512	227	272	446	422	421	331
FCHSD1	47	54	21	23	113	95	98	85
FCHSD2	200	242	102	124	494	434	387	362
FCSK	100	138	37	66	204	174	160	137
FDFT1	3168	3716	1531	1979	1886	1758	1958	1411
FDPS	2424	2821	1168	1481	2944	2612	2807	1981
FDX1	501	620	221	282	241	280	216	144
FDX2	42	56	19	27	105	97	86	64
FDXACB1	12	30	8	6	93	77	74	64
FDXR	333	479	211	215	296	298	264	222
FECH	841	849	342	450	629	523	595	402
FEM1A	384	459	174	255	813	778	915	753
FEM1B	945	1047	433	583	2104	1826	2002	1392
FEM1C	489	473	212	285	566	457	450	423
FEN1	1727	2496	969	1289	2138	2064	2035	1552
FER	278	335	174	175	596	530	536	394
FERMT1	195	259	108	132	55	46	35	35
FERMT2	1446	1583	680	872	1122	1055	1183	917
FEZ1	79	83	32	35	70	62	57	42
FEZ2	470	498	174	258	475	492	379	330
FGD1	208	250	79	111	415	349	323	344
FGD4	147	160	60	78	109	109	102	91
FGD6	113	140	50	65	249	202	211	207
FGF2	93	95	28	50	81	68	53	37
FGFR1	370	420	185	226	585	453	494	495
FGFR1OP	518	689	288	293	1148	1063	915	767
FGFR1OP2	320	385	171	231	555	523	544	360
FGFR2	208	251	110	111	603	489	526	422
FGFR3	176	181	67	102	656	579	646	588
FGFR4	71	81	29	36	223	174	196	180
FGFRL1	239	279	118	137	196	173	198	170
FGGY	21	25	11	22	117	106	88	70
FH	1831	2016	826	1081	2184	1932	2294	1536
FHAD1	26	28	18	17	49	42	43	43
FHIT	48	51	21	19	39	37	33	36
FHL1	3194	4223	1664	2357	930	842	829	671
FHL2	458	576	203	290	141	141	140	93
FHOD1	508	630	249	328	635	584	491	553
FHOD3	121	158	63	91	205	208	197	163
FIBP	469	545	202	267	784	735	760	595
FICD	59	65	29	36	76	72	67	72
FIG4	813	809	319	465	601	590	608	462
FIGN	93	106	38	60	204	168	119	134
FIGNL1	639	791	362	415	1828	1630	1932	1358
FILIP1L	23	26	9	13	528	499	427	402
FIP1L1	637	654	334	393	600	534	813	475
FIS1	608	772	312	423	859	805	782	525
FITM2	209	261	89	114	108	87	79	71
FJX1	117	122	55	72	135	104	96	62
FKBP10	747	933	354	537	1088	997	1205	895
